Reviews,Sentiment
tương tác với sinh viên cực kỳ tốt .,positive
"tên môn học là lập trình ứng dụng web , tuy nhiên chỉ cho lập trình trên ngôn ngữ php , nên rõ ràng trong tên môn học với ngôn ngữ nào .",negative
"nội dung truyền đạt rõ ràng , có cho kiểm tra định kỳ , giúp sinh viên ôn bài hiệu quả .",positive
thầy không dạy nhưng báo trước rất sát giờ và thầy rất hay nghỉ dạy .,negative
tiếng anh nói lưu loát .,positive
"dùng những công nghệ phổ biến , nên tham khảo khung chương trình của khoa để biết sinh viên đã biết được những gì rồi .",negative
nhiệt tình và tâm huyết .,positive
em không thích cách giảng dạy của thầy wzjwz86 cho lắm .,negative
thầy dạy thực tế .,positive
"cần có nhiều tài liệu để học hơn , có các trò chơi để sinh viên dễ hiểu bài hơn .",negative
"cô rất nhiệt tình , giải thích rõ bài tập .",positive
chưa có nhiều kinh nghiệm về kiến thức .,negative
"giảng viên nhiệt tình , có truyền đạt kiến thức và kinh nghiệm thực tế .",positive
đôi lúc chưa đi sâu vào vấn đề giảng dạy .,negative
"nhiệt tình , luôn giúp đỡ học sinh .",positive
giảng viên nghỉ 3 ngày không có lý do .,negative
"cô giảng nhiệt tình , dễ hiểu .",positive
chưa giúp sinh viên có thể làm việc nhóm với nhau .,negative
"cô giảng dạy tận tình , luôn quan tâm đến học sinh .",positive
cô nói rất nhỏ .,negative
"tài liệu giảng viên luôn soạn đầy đủ , dễ hiểu .",positive
sử dụng máy chiếu slide ví dụ cụ thể hơn .,negative
"nhiệt tình , lên lớp đều và có phương pháp giảng dạ tốt .",positive
không nắm vững được kiến thức môn học .,negative
"thầy dạy dễ hiểu , cho nhiều ví dụ sinh động .",positive
"đề nghị cô xem lại tài liệu giảng dạy của mình , slide nên đầu tư kỹ hơn .",negative
"cô nhiệt tình giảng dạy , tương tác với sinh viên rất tốt .",positive
"tránh tình trạng giảng viên đang dạy thì hết phấn , micro hết pin .",negative
truyền đạt nhiều kiến thức cần thiết .,positive
"em thành thật chia sẻ , khoa nên bỏ môn học này .",negative
giáo viên giỏi .,positive
giảng viên chỉ đọc lướt qua slide bài giảng rồi giao bài tập .,negative
"cô giảng nhiệt tình dễ hiểu , giúp sinh viên giải quyết nhiều vấn đề trong lúc thực hành .",positive
giáo viên giảng bài hơi khó hiểu và không có tài liệu tham khảo trên moodle .,negative
"cô có khả năng truyền đạt tốt , giảng dạy kết hợp với luyện tập các kỹ năng cơ bản trong môn học rất linh hoạt và hấp dẫn , cô có sự nhiệt tình lớn .",positive
"đầu tư phòng lab thực hành trên thiết bị thật , có quy mô .",negative
giảng viên dạy rất tận tâm .,positive
cách dạy hơi khó hiểu .,negative
ok hết .,positive
"thầy không nên cho code trước mà nên để sinh viên tự làm , như vậy sinh viên sẽ nhớ lâu hơn .",negative
"giảng bài kỹ , dễ hiểu , nhiệt tình .",positive
hay điểm danh sớm .,negative
thầy dạy rất nhiệt tình luôn luôn xuống giữa lớp để giao tiếp với sinh viên một cách dễ dàng luôn đưa ra những ví dụ xung quanh lớp giúp sinh viên dễ dàng hiểu bài hơn .,positive
hơi khó tiếp thu .,negative
"thầy rất nhiệt tình , giảng rất kỹ càng .",positive
giảng viên cho quá nhiều bài tập nhưng lại ít hướng dẫn và giải .,negative
giảng viên có tâm .,positive
thầy có thể giảng sâu hơn về trọng tâm của bài hơn một chút nữa được không ạ .,negative
"giảng viên tận tình , giảng dạy hay , chất lượng .",positive
"phòng thực hành thì máy bị treo , bị hư hoài , dây mạng thì cắm lúc nhận lúc không .",negative
"hòa đồng , vui tính .",positive
"buổi học trước buổi cuối cùng của môn học cô wzjwz48 có dặn tuần sau có đi học , ai muốn đi thì đi , không đi cũng không sao vì buổi đó không điểm danh nhưng khi đến lớp thì không có ai dạy .",negative
giảng viên cho nhiều thử thách hay .,positive
thực hành chỉ cần sử dụng hình thức 2 .,negative
hướng dẫn làm bài tập thực hành cụ thể .,positive
nên có thêm ví dụ cụ thể của giảng viên cho từng dạng toán thay vì chỉ sửa bài tập của sinh viên .,negative
có sự tận tụy .,positive
"em hy vọng là nội dung bài học sẽ cập nhật các phiên bản công nghệ mới , gần đây nhất .",negative
thầy nhiệt tình colonhihi .,positive
"thầy nên cập nhật những kiến thức mới , thay vì vẫn sử dụng những nội dung kiến thức cũ .",negative
"thầy dạy rất hay , mong rằng sẽ được học thầy trong những môn khác .",positive
nên có kho tài liệu và bài tập mẫu cho sinh viên tham khảo .,negative
có bài soạn cho sinh viên xem trước .,positive
thầy lúc nào cũng chỉ nghĩ cho thầy chứ không nghĩ cho người khác .,negative
cô rất dễ thương .,positive
"cô giảng lý thuyết quá nhanh làm em và nhiều bạn khác không nắm kịp , chủ yếu là về xem lại tài liệu mới hiểu được cơ bản , còn ở trên lớp thì chỉ sơ sơ .",negative
cô tận tình với sinh viên .,positive
hay điểm danh .,negative
thầy dạy rất vui và dễ hiểu .,positive
không đúng giờ lên lớp .,negative
thầy giảng bài dễ hiểu rõ ràng .,positive
"các bài tập của nhóm đều tự làm , hoặc có tham khảo số liệu thống kê để phân tích thị trường nhưng lại làm tỉ lệ sao chép theo thuật toán của turnitindotcom > 30% ( theo thầy nói bài > 30 % sẽ bị 0 điểm ) .",negative
"thầy wzjwz323 quá tuyệt , em yêu thầy hi hi .",positive
cần cho sinh viên làm bài tập nhiều hơn .,negative
"vui vẻ , hài hòa , tích cực trong giảng dạy .",positive
"theo em thì trường nên tổ chức thêm những buổi seminar về các phần mềm , giới thiệu về các hướng phát triển phần mềm trong bộ môn này .",negative
em rất thích học cô .,positive
"giảng viên dạy hơi nhanh , đôi lúc không bắt kịp bài .",negative
giảng dạy nhiệt huyết kết hợp mở rộng kiến thức .,positive
đề thi cuối kỳ quá dài so với thời gian kiểm tra .,negative
quá tốt .,positive
cần có các bài tập thực tiễn hơn .,negative
"thầy dạy vui , nhiệt tình .",positive
"kiến thức thực hành không song song với lý thuyết , một số bài thực hành với kiến thức có khi trước cả khi được học ở lớp lý thuyết .",negative
giảng bài dễ hiểu chuyên sâu .,positive
"nên trang bị thêm các lớp thực hành để sinh viên có cơ hội thao tác trên thực tế nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học .",negative
vừa học được kiến thức chuyên môn vừa học được cách làm người .,positive
nội dung thực hành và lý thuyết phải sát nhau .,negative
cô dạy nhẹ nhàng không gay gắt hay hung dữ .,positive
"máy chiếu khá mờ , âm thanh gặp nhiều vấn đề trục trặc .",negative
"cô nhiệt tình , giúp đỡ sinh viên , tạo không khí học tập thoải mái .",positive
cần có các thiết bị thực hành đầy đủ .,negative
thầy wzjwz123 dạy rất hay và rất nhiệt tình !,positive
mấy cái khảo sát trước em tưởng một là tốt nhất nên đánh nhầm rồi ạ .,negative
giảng viên luôn tạo không khí vui vẻ trong giờ học .,positive
và có một số vấn đề thầy khó hiểu .,negative
thầy giảng bài rất kỹ .,positive
"sinh viên đến lớp mà không thấy giáo viên , rồi bị đuổi về .",negative
thật sự rất hài lòng .,positive
"lịch dạy học thay đổi liên tục , không cố định .",negative
"hình thức giảng dạy hay , thông qua các mini game để truyền đạt kiến thức .",positive
cho sinh viên làm nhiều bài tập từ dễ đến khó để hiểu bài .,negative
giảng viên có vai trò rất lớn đối với việc tối ưu code của sinh viên .,positive
cần giải thêm nhiều bài tập và các đề ôn thi !,negative
mang tính thực tiễn cao cho việc thi toeic cũng như thực hành ngoài xã hội .,positive
giáo viên nên có định hướng cho sinh viên trong việc chọn đề tài nghiên cứu .,negative
"giảng viên cập nhật thông tin về bài học thường xuyên , đầy đủ , mới mẻ .",positive
"môn học chỉ đề cập các vấn đề chung của một ngôn ngữ hướng đối tượng đã học ở môn lập trình hướng đối tượng , lập trình windows , đa luồng , đồ họa .",negative
"giảng viên nhiệt tình giảng dạy , các bài tập đa dạng phù hợp với lý thuyết .",positive
thầy dạy vô cùng chán và không có tâm huyết .,negative
"giảng viên nhiệt tinh , tâm huyết .",positive
nên nâng cấp và bảo trì các phòng máy cũ thường xuyên hơn .,negative
"thầy dạy vui dễ hiểu , không khí lớp học thoải mái .",positive
thầy giảng còn hơi khó hiểu khó tiếp thu .,negative
"có kiến thức sâu rộng , giảng bằng tiếng anh .",positive
đề thực hành quá khó .,negative
"cô giảng khá dễ hiểu , nhiệt tình chạy vòng vòng lớp hướng dẫn từng sinh viên .",positive
"nhiều cái đọc không thể hiểu nổi , phải mở sách tiếng anh ra đọc mới hiểu .",negative
năng nổ nhiệt tình dễ hiểu .,positive
"thầy ơi giảng bài tự tin lên thầy , nói nhiều khi nhỏ quá không ai nghe được .",negative
"phương pháp giảng dạy chủ động , giúp sinh viên không chỉ nâng cao kiến thức chuyên môn mà còn cả kỹ năng nghề nghiệp doubledot thuyết trình , tư duy phản biện .",positive
"tập trung giảng dạy những kiến thức có ích cho chuyên ngành sau này hơn , những kiến thức không quan trọng nên bỏ qua hoặc dạy lướt qua .",negative
thầy giảng bài dễ hiểu và rất vui tính .,positive
dạy quá tệ .,negative
"giáo viên nhiệt tình , tâm huyết , thường cho làm việc nhóm trong giờ học .",positive
"hướng dẫn làm đồ án môn học chưa chi tiết , cảm thấy lý thuyết và thực hành không liên quan nhiều đến nhau .",negative
"thầy dễ thương , nhiệt tình .",positive
"thường xuyên vắng mặt , sinh viên đến học không có giảng viên , không rõ lý do , không có bất cứ thông báo nào trước , gây lãng phí thời gian , chi phí đi lại của sinh viên .",negative
giáo viên truyền đạt được tất cả các nội dung bài học .,positive
phải nâng cấp phòng máy .,negative
giảng tận tình vui vẻ .,positive
"phương pháp giảng dạy chưa được tốt , cần phải cụ thể hơn để cho sinh viên dễ hiểu hơn nữa .",negative
"giọng truyền cảm , cho ví dụ cụ thể .",positive
số buổi ôn tập còn ít .,negative
"thầy wzjwz243 là một giảng viên rất tâm huyết với sinh viên , thầy truyền đạt rất dễ hiểu bài và kỹ càng .",positive
"chính vì lẽ đó , mong nhà trường có thể đòi lại quyền lợi cho sinh viên .",negative
"hòa đồng , vui vẻ và biết tiếp thu ý kiến sinh viên .",positive
seminar quá nhiều .,negative
"giáo viên giảng dạy tốt , phát huy tốt khả năng nghe nói và đọc của sinh viên .",positive
thầy sử dụng bảng và liên tục ghi chép từ tài liệu trong khoảng 60% thời gian đứng lớp làm tiết học rất chán và buồn ngủ .,negative
"thầy dạy kỹ , dễ hiểu , minh họa lý thuyết kỹ , liên tưởng thực tế .",positive
thay đổi cách truyền đạt để môn học ít nhàm chán hơn .,negative
cô thường xuyên kiểm tra bài .,positive
cần có bài giảng trên slide và nhiều ví dụ hơn .,negative
"thầy dạy dễ hiểu , sinh động , có nhiều ví dụ cụ thể !",positive
"môn học rất khó , giảng viên nên giải nhiều bài tập trên lớp hơn .",negative
thầy luôn cố gắng giúp học sinh hiểu rõ bản chất .,positive
"odoo còn quá rộng , khó sử dụng , chưa hiểu hết được các chức năng cần dùng cho đồ án như pos .",negative
có phương phát giảng dạy dễ hiểu .,positive
"chứ như tình trạng hiện tại là môn thực hành học trước , qua kỳ sau mới được học lý thuyết thì mất đi tính tiếp nối kiến thức trong quá trình học .",negative
"có nhiều câu chuyện thú vị bên cạnh việc giảng dạy , tương tác với lớp nhằm tạo điều kiện cho việc tiếp thu kiến thức dễ dàng .",positive
"thầy dạy khá nâng cao , một số tụi em học không kịp .",negative
dạy nhiệt tình với sinh viên .,positive
sinh viên cần nhiều hơn những bài như vậy .,negative
"giảng viên giảng bài có hiệu quả , kết hợp giữa lý thuyết và chương trình giúp sinh viên có thể nắm rõ .",positive
cần có nền tảng trước khi xây dựng cả một website .,negative
"giảng viên truyền đạt rất tốt , rất dễ hiểu .",positive
"máy chiếu quá mờ , đề nghị thay đổi .",negative
"cô wzjwz62 có phương pháp giảng dạy theo em là phù hợp với đặc thù của môn anh văn , cô luôn tạo ra những hoạt động dạy học đầy hứng thú và luôn bảo đảm kiến thức được truyền tải đến sinh viên một cách tốt nhất , đúng và đầy đủ nhất .",positive
giảng bài kém hiệu quả .,negative
cô cũng rất thân thiện và gần gũi với sinh viên .,positive
"lại dùng visual studio 2005 nên tôi xin có ý kiến về việc nâng cấp bản visual studio lên 2008 , 2010 để việc học và thi trở nên dễ dàng , hiệu quả hơn !",negative
"cô dạy hay , dễ hiểu , nhiều ví dụ minh hoạ , kết hợp cả lý thuyết và thực hành .",positive
chưa truyền đạt kiến thức một cách hiệu quả nhất .,negative
thầy rất tận tình .,positive
chất lượng phòng thực hành quá kém .,negative
có nhiệt huyết trong giảng dạy .,positive
cách dạy nhàm chán .,negative
phương pháp giảng dạy khá tốt .,positive
"thầy đưa ra những ví dụ rất nhạy cảm , đặc biệt là đối với những bạn nữ .",negative
thầy rất nguyên tắc và mọi thứ được sắp xếp rõ ràng .,positive
cô dạy có phần hơi nhanh .,negative
"giáo viên giảng dạy đúng giờ quy định , nội dung bài học sinh động .",positive
chưa nhận được sự hỗ trợ kịp thời từ giảng viên .,negative
"thầy đúng giờ giấc , giúp đỡ tốt trong quá trình thực hành .",positive
thầy hay đi muộn .,negative
đánh giá cao colonsmile .,positive
môn bài tập ta thường học trong phòng với đồ lau bảng không sạch làm ảnh hưởng đến các bài tập tiếp theo khi các bạn làm đè lên phần bôi chưa sạch .,negative
"thầy dạy có tâm , nhiệt tình với sinh viên .",positive
mong cô có thể giảng dạy nội dung dễ hiểu hơn .,negative
"thầy có khả năng truyền đạt kiến thức tốt , dễ hiểu và cho nhiều bài tập để sinh viên có thể ứng dụng .",positive
quan tâm đến nhiều sinh viên hơn vì trong lớp trình độ khá chênh lệch mà cũng không quá nhiều sinh viên .,negative
giáo viên truyền đạt kiến thức đầy đủ cho học sinh .,positive
"mỗi học kỳ có thể là đồ án khác nhau cho toàn bộ sinh viên để doubledot tránh tình trạng "" xào "" lại các đồ án cũ, nên có chung một quy tắc chuẩn để chấm điểm cho sinh viên .",negative
nhiệt tình giải đáp mọi thắc mắc của sinh viên .,positive
buổi nào cũng muộn hơn 15 phút .,negative
cô giảng dạy và chỉ dẫn học sinh rất tận tình .,positive
"bỏ môn này hoặc đưa ra chương trình học đơn giản , dễ hiểu hơn cho sinh viên , nắm chắc còn hơn học nhiều mà chẳng được bao nhiêu .",negative
"cực nhiệt tình , thương sinh viên , giảng dễ hiểu .",positive
"giáo viên nên giảng bài cho học sinh , không nên ngồi để học sinh tự nghiên cứu .",negative
bám sát chương trình .,positive
hay cho nghỉ liên tục vì đi công tác .,negative
"thầy dạy rất hay , mang tính cập nhật .",positive
anh văn là môn học quá khó đối với em .,negative
"thầy dạy hay , dễ hiểu , thầy thường xuyên cho chúng em làm các dạng bài tập .",positive
hồ bơi bẩn .,negative
"cô tận tâm , nhiệt tình .",positive
còn trong bài thầy dạy hơi nâng cao nên không kịp tiến độ chương trình học .,negative
hay nhiệt tình .,positive
tới khi đi làm thì không chuyên về lĩnh vực nào .,negative
sinh viên chịu khó sẽ làm được bài .,positive
có thêm các đồ án mang tính chất sáng tạo .,negative
"vui tính , cách giảng thu hút .",positive
nên gắn chặt hơn nữa môn học với thực tiễn .,negative
"giáo viên luôn đảm bảo đúng giờ giảng dạy , giảng bài dễ hiểu .",positive
mặc dù không được gặp giảng viên trong học kỳ qua nhưng em cũng đã cơ bản hoàn thành được đồ án .,negative
"tiếng anh không phải là môn dạy lý thuyết , ngữ pháp , nên em nghĩ cô nên thay đổi cách dạy .",positive
bài tập về nhà quá ít .,negative
"thầy dạy khá hay và chi tiết , dễ tiếp thu .",positive
các phòng máy nên được cài đặt phần mềm liên quan đầy đủ hơn .,negative
sự nhiệt tình chu đáo của cô .,positive
chưa thấy rõ mục tiêu của môn học .,negative
"rất tốt , không có ý kiến .",positive
thầy để tụi em tự tìm hiểu cũng là một cách hay nhưng hơi khó đối với tụi em .,negative
"thầy nhiệt tình , tâm huyết , đẹp trai .",positive
nhiều kiến thức nói nhanh và khó hiểu .,negative
thầy nhiệt tình giảng dạy .,positive
cập nhật giáo trình chung để giảng dạy môn học .,negative
"thầy dạy có hiệu quả , dễ hiểu , thiết thực .",positive
cần cho slide về đọc .,negative
cô dạy rất nhiệt tình và dễ hiểu .,positive
cách dạy vẫn như kiểu cũ không có tính hiệu quả cao .,negative
"giảng viên dạy rất nhiệt tình , giúp đỡ sinh viên rất nhiều .",positive
giảng viên không nhiệt tình và tận tâm .,negative
"thầy tận tâm với học sinh , nhiệt tình với học sinh .",positive
chương trình học dường như quá nặng .,negative
một số vấn đề cơ bản giảng viên nên lược bớt để không tốn thời gian .,positive
"thầy vào lớp trễ , kéo dài thời gian dạy học qua tiết trống , dạy không đúng với trọng tâm ra đề thi , chấm điểm cuối kỳ quá chậm .",negative
thái độ rất nhiệt tình .,positive
"giảng viên khó tính , thỉnh thoảng lớn tiếng với sinh viên , không tôn trọng ý kiến của sinh viên .",negative
sự nhiệt tình và tận tâm của thầy .,positive
thầy thường xuyên bận việc đột xuất và báo nghỉ sát giờ .,negative
tận tâm và rất cập nhật thông tin cho sinh viên .,positive
nên có nhiều môn học hơn .,negative
giảng viên hướng dẫn nhiệt tình .,positive
giảng viên cần sử dụng thời gian trên lớp hiệu quả hơn .,negative
"giáo trình rõ ràng , bài tập đầy đủ nội dung đã học .",positive
cần hiểu rõ thêm cách kết nối prolog với c .,negative
"cô nhiệt tình , giảng kỹ và dễ hiểu .",positive
cô giảng bài nhanh quá colonsad .,negative
thầy dạy rất tận tâm và nhiệt tình .,positive
chương trình học khá nhiều không có thời gian làm bài tập để hiểu hơn về môn học .,negative
"giảng viên dạy hay , nhiệt tình và dễ hiểu .",positive
nhưng mà thầy hơi nghiêm khắc và khó tính .,negative
"đi đúng giờ , dạy đủ kiến thức .",positive
gửi mail mà không thấy cô trả lời .,negative
"thầy theo rất sát sinh viên chúng em trong từng buổi học , thầy luôn làm ví dụ để sinh viên dễ dàng hơn trong việc code .",positive
giảng viên nên viết bài làm nên bảng sau khi cho sinh viên nên chữa vì chữ các sinh viên nhỏ khiến các sinh viên khác không chép được bài về học .,negative
thầy đến rất đúng giờ .,positive
có thêm các tài liệu tham khảo .,negative
"giáo viên dạy nhiệt tình , đảm bảo kiến thức cho sinh viên .",positive
thường xuyên nghĩ và phải đi học bù .,negative
"thầy dạy rất hay , ngắn gọn , tổng quát và dễ hiểu .",positive
phải đầu tư thêm trang thiết bị cho phòng thực hành .,negative
"cô rất dễ thương , giảng dạy nhiệt tình và dễ hiểu .",positive
"giảng viên hay nói chậm và còn giải thích lại bằng tiếng việt , điều này không thực sự cần thiết .",negative
cô rất gần gũi với học sinh .,positive
thầy cho nhiều ví dụ hơn .,negative
thầy rất giảng rất nhiệt tình .,positive
"chấm điểm quá nhiều , chưa quá quan tâm đến việc sinh viên đã hiểu hay chưa .",negative
thương xuyên ôn tập kiến thức .,positive
cô không cung cấp đáp án của bài tập .,negative
"giảng viên nhiệt tình , quan tâm đến hầu hết các sinh viên trong lớp .",positive
thiếu nhiệt tình .,negative
"thầy dạy cực kỳ nhiệt tình , chắc là hơn 10 mấy năm đi học cả phổ thông lẫn đại học mới thấy được thầy dạy nhiệt tình vậy .",positive
tài liệu môn học còn thiếu cập nhập .,negative
"thầy nhiệt tình và rất quý sinh viên , giải bài tập chi tiết và có kèm ví dụ sinh động , em rất thích thầy và mong thầy tiếp tục dạy lớp em .",positive
cần có giáo trình đầy đủ .,negative
"dễ hiểu , dạy hay , có nhiều phương pháp sáng tạo , kẹo ngon .",positive
ít thực tế .,negative
"đảm bảo giờ lên lớp , số tiết dạy .",positive
thầy hay up slide lên wed trường rất chậm ( thứ 3 học thì thứ 2 thầy mới up ) .,negative
thầy có những mẫu truyện hay và ý nghĩa .,positive
"giảng viên tận tình , có kinh nghiệm sư phạm .",negative
chia nhóm làm đồ án rất hay .,positive
giảng viên không đảm bảo giờ lên lớp và nghỉ mà không thông báo trước làm mất thời gian của sinh viên .,negative
cô dạy hay và dễ hiểu và rất nhiệt tình .,positive
cần tập trung giảng dạy những phần có liên quan đến chuyên ngành sau này hơn .,negative
"thầy giảng rất hay , chúng em cảm ơn thầy .",positive
"thầy nên giảng kỹ hơn từng dòng code , từng ký tự , câu lệnh , biến .",negative
"giảng viên rất tận tâm , chu đáo .",positive
"nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học .",negative
"giảng dạy nhiệt tình , hài hước .",positive
"bài tập quá nhiều , sinh viên làm không kịp .",negative
"giảng viên dạy dễ hiểu , tận tình , đảm bảo giờ lên lớp , cung cấp đầy đủ kiến thức cần có cho sinh viên .",positive
cô không nói bằng micro nên nghe rất khó .,negative
"đồng thời , những câu hỏi thầy đặt ra rất sát và đòi hỏi kiến thức sâu so với bài học .",positive
"linh kiện , máy tính của trường đã cũ , hư hỏng nhiều mà học phí năm học nào cũng tăng .",negative
thầy dạy vui hiệu quả tận tình .,positive
"chưa tạo động lực , thúc đẩy sinh viên nhiều .",negative
cho ví dụ dễ hiểu .,positive
tăng cường làm bài tập trên lớp !,negative
"thầy tận tâm , nhiệt tình , nghiêm khắc , giảng bài dễ hiểu , đánh giá kết quả học tập công tâm , chính xác .",positive
cách dạy hơi khó hiểu một tí .,negative
nhiệt tình và dễ hiểu .,positive
thầy nên nói chậm lại một tí .,negative
"giảng viên dạy chậm giúp sinh viên theo kịp tiến độ , có sự tưởng tác nhiều giữa cả giảng viên và sinh viên , ví dụ minh họa bài tập phong phú sau mỗi phần lý thuyết giúp sinh viên nắm rõ bài .",positive
thầy không dạy chỉ đưa tài liệu tự tìm hiểu thôi .,negative
"giảng dạy nhiệt tình dễ hiểu , tận tâm với sinh viên .",positive
"cô dạy nhiệt tình nhưng nói qua rất nhỏ , khó nghe .",negative
slide dễ hiểu .,positive
"khi có nhóm lên seminar thì phải có ít nhất ba câu hỏi thì mới "" đậu "" , không cần biết câu hỏi là gì , không đủ ba câu thì phải làm lại .",negative
cách dạy và nhiều bài tập hay .,positive
"cung cấp thêm tài liệu phục vụ môn học cho sinh viên , trình bày rõ mục tiêu bài học và sử dụng giờ lên lớp một cách hiệu quả hơn .",negative
"giáo viên luôn tận tâm , nhiệt tình và có sự tương tác cao với sinh viên .",positive
lớp học cần đảm bảo số sinh viên vừa đủ .,negative
"cách thầy giảng dậy rất khoa học , đơn giản dễ hiểu !",positive
trong khi thầy dạy sinh viên chỉ hiểu được vài gạch đầu dòng thì lại làm một vấn đề mà google cũng bó tay .,negative
"bài giảng tạo sự hứng thú cho sinh viên , giảng viên nhiệt tình .",positive
chưa có sự tương tác tốt với giáo viên lý thuyết .,negative
cô giảng rất dễ hiểu và tận tâm với học sinh .,positive
thiếu động lực để học tập .,negative
"giảng viên vui tính , khả năng truyền đạt tốt .",positive
"tóm lại , em hoàn toàn không hài lòng về chất lượng giảng dạy của thầy .",negative
"giảng dễ nghe , nhiệt tình .",positive
"thầy nên dạy thực hành chỉ cặn kẽ hơn , giúp sinh vên nắm bài tốt hơn .",negative
"cách giảng dạy của cô rất dễ hiểu , cô cũng rất quan tâm sinh viên .",positive
nội dung thực hành không hỗ trợ nhiều cho nội dung lý thuyết .,negative
học môn này khá vui .,positive
"ngoài ra , nếu được , mong thầy bổ sung các hướng dẫn giải sơ bộ cho các bài tập ( như những môn học khác của thầy đứng lớp ) .",negative
nhiệt tình giúp đỡ các bạn sinh viên .,positive
tại trường đang có 2 công trình đang xây nên lúc vào học rất ồn .,negative
chưa bao giờ có ý định nghỉ tiết của thầy ( trừ trường hợp ngủ quên colonbigsmile ) .,positive
phần thực hành wireshark quá mơ hồ .,negative
"đứng lớp đúng giờ , giải đáp mọi thắc mắc của sinh viên , nhiệt tình .",positive
hơi có phần cá nhân nhưng tiếng của thầy hơi khó nghe .,negative
chỉ bảo tận tình .,positive
điểm quá trình chưa thật sự công bằng với sinh viên .,negative
"thầy dạy hay và đưa ví dụ rất sát , dễ dàng hiểu bài khi trên lớp .",positive
cái cần đi sâu phân tích nhưng do thời gian và lịch đưa ra nên đành bỏ qua dạy cái mới để kịp chương trình .,negative
"giáo viên nhiệt tình , đảm bảo giờ lên lớp .",positive
giọng thầy nơi hơi buồn ngủ .,negative
cảm ơn cô rất nhiều .,positive
cô dạy slide về lý thuyết hơi nhanh .,negative
thầy wzjwz187 dạy có tâm và luôn hỗ trợ khi có thắc mắc .,positive
"theo em , cần trang bị và sửa chữa máy chiếu .",negative
"giảng viên nhiệt tình , có kinh nghiệm .",positive
thầy không đến lớp mà khôg thông báo .,negative
"luyện tập nhóm , làm bài tập nhiều .",positive
"dạy khá nâng cao , cần phát huy để sinh viên có cơ hội được học thêm nhiều hơn .",negative
"thầy dạy rất tận tâm , nhiệt tình trả lời câu hỏi của sinh viên .",positive
"nói khó nghe , dạy hơi nhanh .",negative
"giọng nói , cử chỉ , cách truyền đạt của cô rất chi là dễ thương .",positive
toàn đến gần thi thầy mới dạy hết chương trình học .,negative
"thầy nhiệt tâm , vui tính .",positive
"thay đổi đề cương môn học cho phù hợp với tình hình thực tế hiện nay , có thể áp dụng , liên hệ với thực tế .",negative
giảng viên thực hành rất nhiệt tình và giải đáp được những vấn đề mấu chốt của môn học .,positive
cần nhiều bài tập hơn nữa .,negative
"thầy rất nhiệt tình , thường nói thêm để mở rộng kiến thức cho sinh viên và thẳng thắn chỉ ra những thiếu sót của slide bài giảng để sinh viên không mắc sai lầm và hiểu rõ vấn đề .",positive
đôi lúc không vui tính .,negative
"giảng dạy hay , đưa ra một số ví dụ thực tế để tăng sinh  động cho tiết dạy .",positive
thêm các buổi học ngoại khoá .,negative
cho bài tập nâng cao khả năng tiếng anh .,positive
không cho vừ vựng và bài tập thêm .,negative
"giảng viên cho bài tập nhiều , đầy đủ .",positive
"dạy cho có , qua loa , sử dụng thời gian không hợp lý , nội dung 3 tiết dạy trong 3 phút .",negative
bài tập giảng viên cho tại lớp đáp ứng nhu cầu của sinh viên .,positive
"mong giáo viên có thể giải tham khảo đề thi các năm , hoặc các dạng câu hỏi của anh văn .",negative
thầy dạy có tâm ạ .,positive
trước khi thi thầy dặn là đề thi có 70% trắc nghiệm nhưng thực tế lại 100% tự luận .,negative
kiến thức và cách dạy hay .,positive
"chưa sinh động , hiệu quả giảng dạy kém hữu ích .",negative
thầy rất vui .,positive
chữ viết trên bảng đôi khi hơi khó đoán .,negative
gần gủi với sinh viên .,positive
khiến lớp không có hứng thú học .,negative
thầy dạy nhiệt tình và đúng giờ .,positive
"nâng cấp hệ thống máy vi tính trong phòng thực hành doubledot phòng thực hành altera không có kết nối internet , nên cần phải đảm bảo kết nối mạng để hiệu quả thực hành đạt hiệu quả cao hơn .",negative
khá tận tình .,positive
"nên hướng dẫn làm bài tập nhiều hơn , học lý thuyết quá nhiều .",negative
chọn thời gian báo cáo phù hợp cho sinh viên .,positive
không nên làm một bài tập nhóm quá lớn làm khó khăn cho sinh viên .,negative
"giảng viên nhiệt tình , đúng giờ .",positive
mong thầy tập trung vào nội dung giảng dạy .,negative
"giảng viên tận tâm , nhiệt tình , cho sinh viên thuyết trình các chủ đề cho trước , giúp sinh viên tăng cường khả năng làm việc nhóm .",positive
trong khi yêu cầu của thầy thì phải đạt độ chuẩn xác rất cao mới qua được môn .,negative
thầy dạy hiểu bài .,positive
giáo trình cần thay đổi theo hướng mới lạ hơn .,negative
"thầy hay hát vu vơ , nghe cũng hay nhưng cũng rất buồn cười .",positive
không nên dạy các môn toán trong giảng đường do khó quan sát bảng .,negative
"giảng viên hướng dẫn rõ , chỉ dẫn từng sinh viên .",positive
"cần có thêm các ví dụ liên hệ thực tiễn , chuẩn bị kỹ và giảng bài lưu loát hơn , thay đổi cách dạy để sinh viên được chủ động hơn .",negative
