Sentiment,Tokens,Reviews
negative,"['học', 'tải', 'đi']",có những cái học không biết để làm gì sau này vậy tại sao không giảm tải nó đi .
positive,"['nhiệt_tình', 'tâm_huyết']","sự nhiệt tình , tâm huyết ."
negative,"['sở', 'vật_chất', 'phòng', 'wzjwz300', 'đáp_ứng', 'nhu_cầu', 'giảng_dạy', 'lắp', 'ổ', 'điện', 'giáo_viên']","cơ sở vật chất phòng wzjwz300 chưa đáp ứng được nhu cầu giảng dạy , cần lắp thêm ổ điện cho giáo viên ."
positive,"['dạng', 'tập', 'ràng', 'tài_liệu', 'cung']","các dạng bài tập rõ ràng , tài liệu cung cấp đầy đủ ."
negative,"['môn_học', 'hợp_lý', 'kỳ', 'tức', 'chương', '4', 'chương', '5', 'trình_độ', 'môn_học_sinh_viên', 'nắm_bắt']","môn học có phần không hợp lý , vì từ giữa kỳ qua phần sau tức từ chương 4 chuyển qua chương 5 trình độ của môn học tăng rất nhanh , có nhiều sinh viên không hiểu không nắm bắt được bài ."
positive,"['giảng_viên', 'dạy', 'tận_tình', 'cung', 'kiến_thức', 'sinh_viên']","giảng viên dạy tận tình , cung cấp đầy đủ kiến thức cho sinh viên ."
negative,"['hạn_chế', 'dạy', 'giảng', 'điện_tử']",cần hạn chế dạy bài giảng điện tử .
positive,"['dạy', 'trọng_tâm']",dạy đúng trọng tâm .
negative,"['thắc_mắc', '""', 'câu', 'giảng_viên', 'thực', 'đa', 'sinh_viên']","có em nào có muốn hỏi hay thắc mắc gì không "" đó là câu mà giảng viên hay nói nhưng thực sự đa số sinh viên không biết gì để hỏi thì khó mà hỏi được ."
positive,"['thầy', 'giảng_dạy', 'nhiệt_tình', 'vui']",thầy giảng dạy rất nhiệt tình và vui tính .
negative,"['bàn', 'giáo_viên', 'dơ', 'quạt_máy', 'chạy', 'chạy', 'tốn', 'điện_mát']","bàn giáo viên rất dơ , quạt máy thì chạy như không có chạy , mở chỉ thêm tốn điện , không có mát ."
positive,"['giảng', 'thực_tế']",bài giảng thực tế .
negative,"['nhiên', 'giảng_dạy', 'chậm']",tuy nhiên việc giảng dạy khá chậm .
positive,"['kiến_thức', 'thầy', 'dạy', 'bổ_ích']",kiến thức thầy dạy rất hay và bổ ích .
negative,"['slide', 'khó_hiểu']",slide còn khá khó hiểu .
positive,"['phong', 'giảng_dạy']",phong cách giảng dạy rất hay .
negative,"['nội_dung', 'môn_học_tập_trung', 'chuyên_ngành', 'học']",nội dung môn học nên tập trung vào chuyên ngành học .
positive,"['giáo_viên', 'giảng_dạy', 'sử_dụng', 'ví_dụ', 'thực_tiễn']",giáo viên giảng dạy sử dụng nhiều ví dụ thực tiễn .
negative,"['lớp', 'mặt', 'thầy']",lên lớp đầy đủ nhưng không biết mặt thầy là ai .
positive,"['thầy', 'nhiệt_tình', 'năng_động', 'học', 'thầy', 'kiến_thức', 'gói', 'gọn', 'nội_dung', 'môn_học']","thầy rất nhiệt tình và năng động , học thầy có thêm nhiều kiến thức mới không chỉ gói gọn trong nội dung môn học ."
negative,"['mong', 'học_kỳ', 'trường', 'cung', 'lớp', 'mềm', 'chất', 'lựa', 'giảng_viên', 'môn_học', 'game', 'thể', 'chóng', 'hoàn_thành', 'môn_học', 'trường', 'tiến_độ']","em mong học kỳ tới , nhà trường cung cấp cho những lớp phần mềm chất lượng cao chúng em nhiều sự lựa chọn giảng viên cho môn học game cơ bản để chúng em có thể nhanh chóng hoàn thành môn học và ra trường đúng tiến độ ."
positive,"['thầy', 'giảng', 'kỹ']","thầy giảng bài kỹ , dễ hiểu !"
negative,"['trình', 'công']",tính điểm quá trình không công bằng .
positive,"['nhiệt_tình', 'giảng_dạy', 'giải_đáp', 'thắc_mắc', 'chi_tiết', 'cung', 'kiến_thức_thiết', 'kiểm_tra']","nhiệt tình giảng dạy , giải đáp thắc mắc rất chi tiết , cung cấp đầy đủ kiến thức cần thiết để kiểm tra ."
negative,"['giảng_viên', 'sinh_viên', 'sử_dụng', 'hai', 'ngôn_ngữ', 'lập_trình', 'trình', 'học_hai', 'ngôn_ngữ', 'khăn', 'trình', 'học']",giảng viên và sinh viên sử dụng hai ngôn ngữ lập trình khác nhau trong quá trình học và cả hai phía đều không biết đủ về ngôn ngữ khác nên gây rất nhiều khó khăn trong quá trình học .
positive,"['giảng_viên', 'cường', 'giải', 'đề']",giảng viên tăng cường giải đề của các năm .
negative,"['dạy', 'khó_hiểu', 'thực', 'hiệu_quả']","dạy khó hiểu , thực sự chưa hiệu quả ."
positive,"['nhiệt_tình', 'giúp_đỡ', 'sinh_viên']",nhiệt tình giúp đỡ sinh viên .
negative,"['môn_học', 'thiết_kế', 'sinh_viên', 'hội', 'khảo_sát', 'thực_tế']",môn học cần thiết kế để sinh viên có cơ hội khảo sát thực tế .
positive,['giảng'],giảng bài rất dễ hiểu .
negative,"['đề', 'thi', 'tập', 'lớp']",đề thi quá khó so với bài tập trên lớp !
positive,"['thầy', 'giải', 'tập', 'sinh_viên', 'giúp', 'sinh_viên', 'củng_cố', 'kiến_thức', 'học', 'lý_thuyết']",thầy giải nhiều bài tập cho sinh viên giúp sinh viên củng cố kiến thức sau khi học lý thuyết .
negative,"['hoạt_động', 'thuyết_trình', 'sinh_viên', 'chiếm', 'thời_gian']",hoạt động thuyết trình của sinh viên chiếm nhiều thời gian .
positive,"['vui_vẻ', 'nhiệt_tình', 'tâm_huyết']","cô rất vui vẻ , nhiệt tình , tâm huyết ."
negative,"['lẽ', 'nâng', 'trang_thiết']",có lẽ phải nâng cấp trang thiết bị .
positive,"['thầy', 'dạy', 'code', 'mẫu']","thầy dạy dễ hiểu , code mẫu đầy đủ ."
negative,"['thầy', 'chênh_lệch', 'trình_độ', 'khóa', '9', 'khóa', '10', 'lớp', 'đánh_giá', 'hợp_lý', 'thầy', 'yếu', 'báo_cáo']","thầy biết rõ sự chênh lệch về trình độ giữa khóa 9 và khóa 10 trong lớp nên đưa ra cách đánh giá hợp lý , thầy nói rõ điểm mạnh và điểm yếu của nhóm sau mỗi lần báo cáo ."
positive,"['hài', 'thầy', 'tốc_độ', 'phù_hợp']",điều em hài lòng nhất đó là thầy với tốc độ phù hợp và rất dễ hiễu .
negative,"['nâng', 'hệ_thống_thiết', 'giảng_dạy']",cần nâng cao hệ thống thiết bị giảng dạy .
positive,"['thầy', 'dạy', 'nhiệt_tình', 'bao', 'chê_bai', 'sinh_viên', 'mặc', 'hướng', 'sinh_viên', 'suy', 'tích_cực', 'cố_gắng']","thầy dạy hay , nhiệt tình , không bao chê bai sinh viên dù mặc dù không tốt mà hướng sinh viên đến suy nghĩ tích cực hơn , cố gắng hơn ."
negative,['hiệu_quả'],chưa hiệu quả .
positive,"['giảng_dạy', 'nhiệt_tình', 'quan_tâm', 'sinh_viên']","giảng dạy nhiệt tình , quan tâm tới sinh viên ."
negative,['hiệu_quả'],không mang lại hiệu quả .
positive,"['thầy', 'hướng', 'đồ_án', 'tận_tình', 'giải_đáp', 'câu', 'thắc_mắc', 'sinh_viên', 'đồ_án']","thầy có hướng dẫn đồ án rất tận tình , luôn giải đáp các câu hỏi và thắc mắc của sinh viên về đồ án rất nhanh ."
negative,"['thầy', 'chăm_chút', 'nhẹ_nhàng', 'sinh_viên', 'thầy', 'quen', 'báo_cáo', 'thầy', 'môn', 'mặt', 'thầy', 'đồ_án', 'yêu_cầu', 'nhiên', 'hai', 'thành_viên', 'đồ_án', 'hai', 'project', 'y_chang', 'code', '(', 'copy', 'internet', ')', 'thầy', 'môn']","thầy rất chăm chút và nhẹ nhàng với những sinh viên mà thầy quen biết , khi báo cáo thầy đều cho các bạn qua môn hoặc điểm rất là cao mặt dù thầy nói đồ án yêu cầu một người làm , tuy nhiên có nhóm hai thành viên cùng làm một đồ án và có hai nhóm có cùng một project như nhau , y chang code ( copy từ cùng nguồn internet ) thầy vẫn cho qua môn ."
positive,"['giúp', 'sinh_viên', 'cảm', 'thoải_mái', 'học']",giúp sinh viên cảm thấy thoải mái trong giờ học .
negative,"['thầy', 'gửi', 'tài_liệu', 'thông_báo', 'moodle', 'thầy', 'xuyên', 'bận', 'đảm_bảo', 'sinh_viên', 'thông_báo']","thầy không gửi tài liệu , thông báo lên moodle , thầy thường xuyên bận nên không đảm bảo giờ gặp sinh viên như đã thông báo ."
positive,"['giảng_dạy', 'tận_tình']",cô giảng dạy tận tình .
negative,"['giảng_viên', 'đôi', 'lớp', 'muộn']",giảng viên đôi khi đến lớp muộn .
positive,"['tưởng_chừng', 'liên_quan', 'môn_học', 'giúp', 'sinh_viên', 'định_hướng', 'công', 'tương_lai']","những điều này nghe tưởng chừng không liên quan đến môn học , nhưng lại giúp cho sinh viên phần nào có định hướng được công việc tương lai của mình ."
negative,"['thầy', 'trẻ', 'trâu']",thầy trẻ trâu .
positive,"['giảng_dạy', 'tích_cực']","giảng dạy tích cực , dễ hiểu ."
negative,"['môn_học', 'sâu', 'mẻ', 'nắm_bắt', 'tập']",môn học quá sâu làm và mới mẻ rất khó nắm bắt để làm bài tập .
positive,"['dạy', 'tận_tình']","dạy hay , dễ hiểu , tận tình ."
negative,"['cường', 'học']","nên tăng cường học nghe , nói ."
positive,"['thầy', 'rất_thoáng', 'thoải_mái']",thầy rất thoáng và thoải mái .
negative,"['giảng_viên', 'tập', 'cụ_thể', 'học_sinh', 'ứng_dụng']",giảng viên thiếu các bài tập cụ thể để học sinh ứng dụng để nhớ .
positive,"['thầy', 'dạy', 'nhiệt_tình']",thầy dạy rất hay và rất nhiệt tình .
negative,"['kiến_thức', 'môn', 'lẽ', 'hiếm', 'tụi']",kiến thức của môn này có lẽ hiếm khi nào tụi em dùng tới .
positive,['thầy'],thầy rất dễ gần .
negative,"['thầy', 'ứng_dụng', 'thực_tế', 'công_thức', 'áp_dụng', 'thiết']","thầy nên nói nhiều về ứng dụng thực tế , như mình công thức này thường áp dụng cho những thiết bị nào ."
positive,"['chấm', 'dựa', 'độ', 'thấu', 'khuyên', 'hữu_ích']","chấm điểm dựa trên mức độ thấu hiểu bài , hay đưa ra lời khuyên hữu ích ."
negative,"['giọng', 'giảng_đường', 'buồn_ngủ']","giọng cô nhỏ , không nên sắp ở giảng đường vì sẽ rất dễ gây buồn ngủ và không nghe rõ được ."
positive,"['nhiệt_tình', 'giảng_dạy']",luôn nhiệt tình trong giảng dạy .
negative,"['lớp', 'mềm', 'chất', 'hầu', 'đăng_ký', 'môn_học', 'game', 'giảng_viên', 'đảm', 'kỳ', 'trường', 'cung', 'lựa', 'giảng_viên']","em và các bạn thuộc các lớp phần mềm chất lượng cao hầu như không ai muốn đăng ký môn học game cơ bản do giảng viên này đảm nhận , nhưng kỳ vừa rồi nhà trường chỉ cung cấp cho chúng em duy nhất một sự lựa chọn là giảng viên này nên chúng em không còn cách nào khác ."
positive,"['thầy', 'vui_vẻ']",thầy vui vẻ .
negative,['trang_thiết'],trang thiết bị nên tốt hơn .
positive,"['giảng', 'kỹ']","giảng bài kỹ càng , dễ hiểu ."
negative,"['dạy', 'hơi', 'kịp']",cô dạy hơi nhanh nên em không kịp hiểu .
positive,"['giảng_dạy', 'nhiệt_tình']",cô giảng dạy rất nhiệt tình và dễ hiểu .
negative,"['đào_sâu', 'vấn_đề', 'chỉ_nói', 'đụng', 'bề_mặt', 'tốn', 'thời_gian', 'vấn_đề', 'đơn_giản']",chưa đào sâu vào các vấn đề mà chỉ nói đụng đến phần bề mặt và tốn nhiều thời gian vào các vấn đề đơn giản .
positive,['giảng_dạy'],giảng dạy tốt .
negative,['nhắn'],nhắn tin xem mà không trả lời .
positive,"['nhiệt_tình_thương', '=', ')']","nhiệt tình , cô dễ thương =) ."
negative,"['dạy', 'lố']",cô hay dạy lố giờ .
positive,"['giảng_viên', 'dạy', 'truyền_cảm_hứng', 'sử_dụng', 'thời_gian', 'hợp_lý']","giảng viên dạy truyền cảm hứng , sử dụng thời gian hợp lý ."
negative,"['dừng', 'thời_gian', 'đánh_dấu', 'cộng', 'rối_ren']","phải dừng lại một ít thời gian chỉ để đánh dấu cộng điểm và tính điểm , rối ren ."
positive,"['giảng_viên', 'dạy', 'tận_tâm', 'nhiệt_tình']",giảng viên dạy tận tâm nhiệt tình .
negative,"['phòng', 'thực_hành', 'hiện', 'trang', 'máy', '1', 'gb', 'ram']",nhưng mà phòng thực hành hiện tại thì chỉ trang bị máy có 1 gb ram thôi .
positive,"['giảng_viên', 'chuyên_môn', 'rất_tốt', 'kiến_thức', 'rộng', 'giải_đáp', 'thắc_mắc', 'sinh_viên']","giảng viên có chuyên môn rất tốt , kiến thức rộng , giải đáp được mọi thắc mắc của sinh viên ."
negative,"['đôi', 'chỗ', 'hơi']",có đôi chỗ cô hơi khó .
positive,"['giảng_viên', 'hiền_lành', 'nhiệt_tình', 'giúp_đỡ', 'sinh_viên', 'sinh_viên']","giảng viên hiền lành , nhiệt tình giúp đỡ khá nhiều cho sinh viên khi sinh viên không hiểu bài ."
negative,"['giảng_viên', 'định_hướng', 'mục_đích', 'học', 'môn', 'sinh_viên']",giảng viên chưa định hướng được mục đích học môn này cho sinh viên .
positive,"['giảng_viên', 'tận_tình']",giảng viên rất tận tình !
negative,"['giảng_viên', 'chuẩn', 'giảng', 'lớp', 'tập', 'đề', 'thục', 'giảng']",giảng viên phải chuẩn bị bài giảng trước khi đến lớp hoặc đã là được bài tập đề ra một cách thuần thục và giảng dễ hiểu .
positive,"['thầy', 'nhiệt_tình', 'năng_nổ']","thầy rất nhiệt tình , năng nổ ."
negative,"['thầy', 'deadline', '1', 'tí', '(', 'bình', 'thưởng', '3', 'thực_hành', ')']",thầy nên cho deadline dài ra 1 tí ( bình thưởng chỉ 3 ngày sau khi thực hành ) .
positive,"['truyền_cảm_hứng', 'hướng', 'sinh_viên', 'học_tập', 'trường']","truyền đạt có cảm hứng , hướng dẫn sinh viên học tập thế nào sau khi ra trường để xin việc ."
negative,"['trọng', 'thực_hành']",nên chú trọng vào thực hành .
positive,"['học', 'thoải_mái', 'áp_lực']","học thoải mái , ít áp lực ."
negative,"['sử_dụng', 'hợp_lý', 'thời_gian', 'lớp', 'giúp_đỡ', 'sinh_viên', 'trình', 'học', 'lớp']","sử dụng hợp lý thời gian lên lớp , giúp đỡ sinh viên nhiều hơn trong quá trình học trên lớp ."
positive,"['thương', 'giảng', 'tận_tình']",cô dễ thương và giảng bài tận tình .
negative,['tập'],bài tập về nhà khó .
positive,"['dạy', 'rất_tốt', 'tập']","cô dạy rất tốt , nhiều bài tập ."
negative,"['mong', 'thầy', 'kiểm_duyệt', 'đề', 'thi', 'kỹ', 'đề', 'thức']",mong thầy kiểm duyệt đề thi kỹ hơn trước khi đưa vào làm đề chính thức .
positive,"['thầy', 'giảng_dạy', 'nhiệt_tình', 'sửa', 'tập', 'cẩn_thận']","thầy giảng dạy nhiệt tình dễ hiểu , sửa bài tập cẩn thận ."
negative,"['chứng', 'kỳ', 'thi', 'kỳ', 'trải', '1', '_', '5_điểm']",bằng chứng là kỳ thi cuối kỳ điểm trải dài từ 1 - 5 điểm .
positive,"['thầy', 'giảng_viên', 'dạy', 'toán', 'trường']",thầy là giảng viên dạy toán hay nhất trường .
negative,"['trọng', 'giao_tiếp', 'tiếng']",nên chú trọng hơn về giao tiếp tiếng anh .
positive,"['nhiệt_tình', 'phương_pháp', 'giảng_dạy', 'hiệu_quả', 'truyền', 'tiếp_thu', 'truyền_cảm_hứng', 'động_lực', 'học_tập', 'sinh_viên']","nhiệt tình , phương pháp giảng dạy rất hiệu quả cách truyền đạt rất dễ hiểu và dễ tiếp thu biết cách truyền cảm hứng và tạo động lực học tập cho sinh viên ."
negative,"['khả_năng', 'truyền', 'giao_tiếp', 'kém', 'kiến_thức', 'vững', 'khả_năng', 'tương_tác', 'sinh_viên']","khả năng truyền đạt , giao tiếp rất kém , kiến thức không vững , thiếu khả năng tương tác với sinh viên ."
positive,"['giảng_viên', 'giảng_dạy', 'truyền_cảm', 'cảm_giác', 'ham', 'học', 'hệ_thống', 'tập', 'dồi', 'phong_phú']","giảng viên giảng dạy rất truyền cảm , tạo cảm giác ham học và hệ thống bài tập dồi dào phong phú ."
negative,"['ứng_dụng', 'thực_tế']",không có ứng dụng trong thực tế .
positive,"['thầy', 'giảng']",thầy có cách giảng bài rất hay và dễ hiểu .
negative,"['thầy', 'đi', 'trễ', 'học', 'cũng_bị', 'kéo_đài']","thầy rất hay đi trễ , giờ học cũng bị kéo đài ra , những bạn có việc phải bỏ về trước ."
positive,"['dạy', 'thú_vị', 'động_lực']","cách dạy của cô hay , thú vị , tạo động lực ."
negative,"['giáo_viên', 'đi_sâu', 'vấn_đề', 'học']",giáo viên chưa đi sâu vào vấn đề bài học .
positive,"['thầy', 'dạy', 'vui_vẻ', 'áp_lực', 'khắt_khe']","thầy dạy vui vẻ , không có áp lực quá khắt khe ."
negative,"['thầy', 'đồ_án']",thầy không cho làm đồ án .
positive,"['tập', 'colonsmile']",cho bài tập nhiều em rất thích colonsmile .
negative,"['lẽ', 'tụi', 'đồ_án', 'tập', 'tuần', 'tụi', 'căng_thẳng', 'tụi', 'đồ_án', 'môn', 'khác_nữa']","có lẽ vì thế , mà cô cho tụi em đồ án lớn và bài tập theo tuần nữa , nên tụi em khá là căng thẳng , tụi em còn phải làm đồ án của các môn khác nữa ."
positive,"['giảng_viên', 'vui_vẻ', 'nhiệt_tình']",giảng viên vui vẻ nhiệt tình .
negative,"['giảng_viên', 'tập_trung', 'giảng', 'lý_thuyết', 'giúp', 'sinh_viên', 'sâu', 'học']",giảng viên nên tập trung nhiều giờ giảng lý thuyết hơn để giúp sinh viên hiểu và hiểu sâu hơn về bài học .
positive,"['giảng_viên', 'nhiệt_tình', 'phương_pháp', 'giảng_dạy']","giảng viên nhiệt tình , phương pháp giảng dạy dễ hiểu ."
negative,"['trường', 'cài', 'microsoft', 'visual', 'studio', 'phiên', '2010']",nhà trường nên cài bộ microsoft visual studio phiên bản mới hơn 2010 .
positive,"['giảng_viên', 'tâm_huyết', 'nhiệt_tình', 'giảng']","giảng viên rất tâm huyết và nhiệt tình , giảng bài dễ hiểu ."
negative,"['dạy', 'chậm']",dạy chậm .
positive,"['thầy', 'wzjwz127', 'dạy', 'nhiệt_tình']",thầy wzjwz127 dạy rất nhiệt tình .
negative,"['thầy', 'trễ', 'trễ', '30', 'phút', 'dạy', 'kéo', 'thời_gian', 'thời_gian', 'học', 'thầy', 'đi', 'trễ']","thầy rất hay tới trễ , có khi trễ hơn 30 phút và dạy hay kéo dài thời gian , quá thời gian học vì thầy đi trễ ."
positive,"['nhiệt_tình', 'giảng', 'hợp_lý', 'thể', 'vận_dụng']","cô nhiệt tình và đưa ra bài giảng hợp lý , dễ hiểu , có thể vận dụng làm bài ."
negative,"['giáo_viên', 'thực_hành', 'nhiệt_tình', 'sinh_viên', 'cảm_học', 'thực_hành', 'hướng']","giáo viên thực hành chưa nhiệt tình , sinh viên cảm thấy học thực hành khó và không có người hướng dẫn ."
positive,"['giảng_viên', 'dạy', 'nhiệt_tình', 'truyền', 'kiến']","giảng viên dạy nhiệt tình , truyền đạt kiến dễ hiểu ."
negative,"['sử_dụng', 'moodle', 'trình', 'giảng_dạy', 'cung', 'tài_liệu', 'học_tập']","chưa sử dụng moodle trong quá trình giảng dạy , nhất là trong việc cung cấp tài liệu học tập ."
positive,['học'],rất thích được học cô .
negative,"['trình', 'đại', 'hề', 'nhắc', 'đề_cập_đến', 'tập', 'tài_liệu', 'cung', 'tập', 'trừ', 'slide', 'giảng', 'lý_thuyết']","khi lấy điểm quá trình thì lấy đại , ngay những bài chưa hề nhắc đến hay đề cập đến bài tập , tài liệu thì không cung cấp bài tập chỉ trừ slide bài giảng lý thuyết ."
positive,"['tiếp_cận', 'sinh_viên', 'thân_thiện', 'phương_pháp', 'dạy', 'khoa_học', 'tiếp_thu']","tiếp cận với sinh viên một cách thân thiện , phương pháp dạy khoa học , dễ tiếp thu , dễ hiểu ."
negative,"['đồ_án', 'môn_học', 'giảng_viên', 'thiết_kế', 'kiến_trúc', 'tòa', 'công_ty', 'trung_tâm', 'thương_mại']","về đồ án môn học này , giảng viên nên cho trước bản thiết kế kiến trúc tòa nhà của công ty , trung tâm thương mại ."
positive,"['giáo_viên', 'nhiệt_tình', 'tận_tâm', 'giúp_đỡ', 'sinh_viên']","giáo viên nhiệt tình , tận tâm giúp đỡ sinh viên ."
negative,"['đợi', 'bàn', 'xếp', 'chỗ', 'mất_thời_gian', 'sinh_viên']",đợi các bạn ngồi vào bàn hết cô mới sắp xếp chỗ ngồi nên gây mất thời gian làm bài của sinh viên .
positive,"['thầy', 'chia_sẻ', 'kinh_nghiệm']",thích thầy chia sẻ kinh nghiệm .
negative,"['dạy', 'giảng_đường', 'bảng', 'colonbigsmile']",dạy ở giảng đường mà không ngồi trên thì khó thấy bảng colonbigsmile .
positive,"['thầy', 'giảng_viên', 'dạy_học', 'tâm']",thầy thật sự là một giảng viên dạy học rất có tâm .
negative,"['tận_tâm', 'đi']",cô nên tận tâm đi ạ .
positive,"['thầy', 'dạy', 'nhiệt_tình', 'hăng_hái']","thầy dạy nhiệt tình , rất hăng hái ."
negative,"['tập', 'giải']",nên cho bài tập để giải thêm .
positive,"['truyền', 'kinh_nghiệm', 'sinh_viên']",truyền đạt nhiều kinh nghiệm tốt cho sinh viên .
negative,"['micro', 'hú', 'rè']",micro hay bị hú và rè .
positive,"['thầy', 'hài_hước', 'thực_tế', 'ngành', 'it', 'thiết_thực']","thầy khá hài hước , nói những việc thực tế về ngành it , rất thiết thực ."
negative,"['sinh_viên', 'tập', 'topic', 'unit', 'sinh_viên', 'khả_năng']",cần cho sinh viên tập nói các topic trong cái unit trước để sinh viên tự tin hơn về khả năng nói của mình .
positive,"['thầy', 'wzjwz177', 'gũi', 'sinh_viên', 'thầy', 'phát_âm', 'tiếng']","thầy wzjwz177 rất gần gũi với sinh viên , thầy phát âm tiếng anh cũng rất dễ nghe ."
negative,[],em không hiểu bài nhiều .
positive,"['giảng', 'tiếp_thu', 'nhiệt_tình']",giảng bài dễ tiếp thu nhiệt tình .
negative,"['thầy', 'toàn', 'yêu_cầu', 'giảng_dạy', 'tập', 'thầy', 'quăng', 'code', 'sinh_viên', 'đọc', 'hề', 'giải']","thầy toàn đưa ra yêu cầu nhưng không giảng dạy , có những bài tập thầy chỉ quăng code để sinh viên tự đọc tự hiểu chứ không hề giải thích gì cả !"
positive,"['dạy', 'nhiệt_tình', 'cung', 'thông', 'kiện', 'sinh_viên']","cô dạy rất nhiệt tình , cung cấp thông tin đầy đủ nhưng vẫn tạo điều kiện cho sinh viên tìm hiểu thêm ."
negative,"['vô', 'trễ', 'danh']",vô trễ không được điểm danh .
positive,"['thầy', 'nhiệt_tình', 'học_sinh']",thầy rất nhiệt tình với học sinh .
negative,"['học_sinh', 'giáo_viên', 'thân_thiện', 'học_sinh', 'tương_tác', 'đôi']",học sinh luôn thích những giáo viên thân thiện với học sinh để tăng được sự tương tác giữa đôi bên .
positive,['học'],dễ học dễ hiểu .
negative,['thời'],tăng thời lượng cho phần nghe nói .
positive,"['thầy', 'tận_tình', 'giúp_đỡ', 'hỗ_trợ', 'sinh_viên']","thầy rất tận tình , luôn luôn giúp đỡ , hỗ trợ sinh viên ."
negative,"['môn', 'minh_họa', 'nội_dung', 'lý_thuyết', 'đề_tài', 'suốt', 'tất', 'nội_dung', 'đồ_án', 'nắm_bắt', 'lý_thuyết']","em nghĩ môn này nên minh họa nội dung lý thuyết bằng một đề tài suốt tất cả các nội dung , giống như làm một đồ án luôn vậy , như thế sẽ dễ nắm bắt và hiểu lý thuyết hơn ."
positive,"['thầy', 'giảng', 'phong', 'dạy', 'độc_đáo']","thầy giảng rất hay và dễ hiểu , phong cách dạy độc đáo ."
negative,"['giảng_viên', 'giảng_viên', 'thực_hành', 'dạy', 'môn_học_sinh_viên', 'hai', 'hướng', 'sinh_viên', 'nắm_bắt']","giảng viên và giảng viên thực hành dạy môn học cho sinh viên theo hai hướng khác nhau , làm sinh viên rất khó nắm bắt ."
positive,"['thầy', 'wzjwz237', 'vui', 'nhiệt_tình']",thầy wzjwz237 rất vui và nhiệt tình .
negative,"['kiến_thức', 'nắm']",nhưng kiến thức cơ bản còn chưa nắm thì làm sao mà làm được .
positive,"['chất', 'giáo_viên', 'nhiệt_tình']",chất lượng tốt giáo viên nhiệt tình .
negative,"['giải', 'chi_tiết', 'học']",giải thích chi tiết bài học hơn .
positive,"['giảng_viên', 'dạy', 'nhiệt_tình']",giảng viên dạy rất nhiệt tình .
negative,"['đồ_án', 'thực_hành_lý_thuyết', 'học', 'lớp']",đồ án thực hành khác xa so với lý thuyết học trên lớp .
positive,"['dạy', 'tâm_huyết_học_sinh', 'truyền']","cô dạy có tâm huyết với học sinh , truyền đạt tốt , dễ hiểu ."
negative,"['cải_thiện', 'chất', 'phòng', 'học', 'trang_thiết', 'hỗ_trợ', 'học_tập']",cải thiện chất lượng phòng học và các trang thiết bị hỗ trợ việc học tập .
positive,"['ngiêm', 'túc', 'cứng_rắn', 'vấn_đề', 'tự_học']","ngiêm túc , cứng rắn về vấn đề tự học ."
negative,"['thay_đổi', 'hoạt_động', 'hoàn_toàn']",nên thay đổi các hoạt động khác nhau hoàn toàn .
positive,"['thầy', 'demo', 'thực_tế', 'giúp', 'sinh_viên']","thầy đưa ra những demo thực tế , giúp sinh viên dễ hiểu ."
negative,"['nâng', 'trang_thiết', 'học_tập']",nâng cao trang thiết bị học tập .
positive,"['thầy', 'tập', 'đa_dạng']",thầy cho khá nhiều bài tập đa dạng .
negative,"['thời_gian', 'môn_học', '30', '_', '50', '%', 'sinh_viên', 'kiện', 'tiếp_thu', 'sâu', 'kiến_thức']",cần tăng thời gian môn học lên 30 - 50% để sinh viên có điều kiện tiếp thu sâu hơn kiến thức .
positive,"['quan_tâm', 'sinh_viên', 'truyền', 'kiến_thức', 'bổ_ích']",cô quan tâm đến sinh viên và truyền đạt kiến thức rất bổ ích .
negative,"['thầy', 'dạy', 'lý_thuyết', 'suông']",thầy dạy lý thuyết suông quá ạ .
positive,"['tiết', 'học', 'thầy', 'vui']",tiết học của thầy rất vui .
negative,"['nội_dung', 'môn_học', 'thiết', 'ngành_nghề', 'sinh_viên']",nội dung môn học quá nặng và nhiều thứ không cần thiết với ngành nghề của sinh viên .
positive,"['hướng', 'tận_tình', 'trình_bày', 'hướng', 'đẹp', 'phong', 'thể_hiện', 'thái_độ', 'nghiêm_túc', 'công', 'giảng_dạy']","hướng dẫn rất tận tình , trình bày hướng dẫn rất đẹp , có phong cách , thể hiện một thái độ rất nghiêm túc trong công việc giảng dạy ."
negative,"['giảng', 'chỗ', 'khó_hiểu', 'sâu_sắc']","cô giảng bài còn ít chỗ khó hiểu , không sâu sắc ."
positive,"['giảng', 'vận_dụng']","giảng bài dễ hiểu , dễ vận dụng ."
negative,"['lớp', 'giảng_dạy', 'giảng_viên', 'sử_dụng', 'câu', 'ngữ', 'thô_tục', 'chửi', 'thể', 'vô', 'văn_hóa']","trên lớp , khi giảng dạy , giảng viên sử dụng rất nhiều câu nói , từ ngữ thô tục , chửi thể rất vô văn hoá ."
positive,"['thầy', 'vui', 'dạy', 'cung', 'thông', 'hữu_ích', 'sinh_viên']",thầy vui tính dạy dễ hiểu và cung cấp nhiều thông tin hữu ích cho sinh viên .
negative,"['chả', 'hài']",chả có gì hài lòng .
positive,"['thầy', 'chuyên_nghiệp']",thầy quá chuyên nghiệp .
negative,"['thầy', 'giảng', 'khó_hiểu', 'đôi', 'mơ_hồ']","thầy giảng bài khó hiểu , đôi khi còn mơ hồ ."
positive,"['bầu_khí', 'thoải_mái', 'sinh_viên']",tạo bầu không khí thoải mái cho sinh viên .
