Sentiment,Tokens,Reviews
negative,"['giáo_trình', 'hiện_tại', 'khá', 'trừu_tượng', 'và', 'khó_hiểu', 'kiến_thức', 'khá', 'khó', 'với', 'những', 'lý_thuyết', 'căn_bản', 'mà', 'sinh_viên', 'có_thể', 'hiểu']","giáo trình hiện tại khá trừu tượng và khó hiểu , kiến thức khá khó với những lý thuyết căn bản mà sinh viên có thể hiểu ."
positive,"['giảng_viên', 'giảng_dạy', 'nhiệt_tình', 'nội_dung', 'giảng_dạy', 'đầy_đủ', 'ôn_tập', 'sát', 'với', 'nội_dung', 'kiểm_tra']","giảng viên giảng dạy nhiệt tình , nội dung giảng dạy đầy đủ , ôn tập sát với nội dung kiểm tra ."
negative,"['cung_cấp', 'công_cụ', 'giảng_dạy', 'tốt', 'hơn']",cung cấp công cụ giảng dạy tốt hơn .
positive,"['nhiệt_tình', 'vui_tính', 'hòa', 'đồng', 'dễ', 'gần_gũi']","nhiệt tình , vui tính , hòa đồng , dễ gần gũi ."
negative,"['về', 'học_tập', 'doubledot', 'bản_thân', 'em', 'không', 'đồng_ý', 'về', 'điểm', 'thuyết_trình', 'và', 'bài', 'báo_cáo']",về học tập doubledot bản thân em không đồng ý về điểm thuyết trình và bài báo cáo .
positive,"['gần_gũi', 'vui_vẻ', 'với', 'sinh_viên']","gần gũi , vui vẻ với sinh viên ."
negative,"['giáo_viên', 'cần', 'lên_lớp', 'thường_xuyên', 'hơn', 'và', 'dạy', 'những', 'kiến_thức', 'thiết_thực', 'với', 'môn_học', 'hơn']",giáo viên cần lên lớp thường xuyên hơn và dạy những kiến thức thiết thực với môn học hơn .
positive,"['nhiệt_tình', 'tận_tâm', 'với', 'học_sinh']",nhiệt tình tận tâm với học sinh .
negative,"['cần', 'mở_rộng', 'thêm', 'các', 'kỹ_thuật', 'hướng', 'đối_tượng', 'mới', 'hiện_nay']",cần mở rộng thêm các kỹ thuật hướng đối tượng mới hiện nay .
positive,"['cho', 'nhiều', 'bài_tập', 'đa_dạng']",cho nhiều bài tập đa dạng .
negative,"['mong', 'phòng', 'phòng', 'thanh_tra', '_', 'pháp_chế', '_', 'đbcl', 'có', 'biện_pháp', 'xử_lý']",mong phòng phòng thanh tra - pháp chế - đbcl có biện pháp xử lý .
positive,"['thầy', 'giảng_dạy', 'rất', 'nhiệt_tình', 'dễ', 'hiểu']","thầy giảng dạy rất nhiệt tình , dễ hiểu ."
negative,"['table', 'and', 'chair', 'is', 'not', 'fitted', 'for', 'class']",table and chair is not fitted for class .
positive,"['bài_tập', 'theo', 'sát', 'đề_cương']",bài tập theo sát đề cương .
negative,"['dạy', 'quá', 'nhanh', 'so', 'với', 'lý_thuyết', 'có', 'khi', 'nhanh', 'hơn', 'cả', '1', 'chương', 'chớ', 'không', 'phải', 'vài', 'bài_học', 'học', 'thực_hành', 'mà', 'không', 'hiểu', 'gì', 'hết', 'vì', 'chưa', 'học', 'trên', 'lý_thuyết', 'theo', 'em', 'học', 'thực_hành', 'để', 'củng_cố', 'kiến_thức', 'lý_thuyết', 'chớ', 'không', 'phải', 'học', 'lý_thuyết', 'để', 'biết', 'mình', 'đã', 'thực_hành', 'cái', 'gì']","dạy quá nhanh so với lý thuyết , có khi nhanh hơn cả 1 chương chớ không phải vài bài học , học thực hành mà không hiểu gì hết vì chưa học trên lý thuyết , theo em , học thực hành để củng cố kiến thức lý thuyết chớ không phải học lý thuyết để biết mình đã thực hành cái gì ."
positive,"['giảng_viên', 'vui_vẻ', 'nhiệt_tình', 'thân_thiện', 'cách', 'diễn_đạt', 'tự_nhiên', 'dễ', 'hiểu']","giảng viên vui vẻ , nhiệt tình , thân thiện , cách diễn đạt tự nhiên dễ hiểu ."
negative,"['mong', 'thầy', 'sắp_xếp', 'giữa', 'việc', 'giảng_dạy', 'cũng', 'như', 'việc_làm', 'của', 'thầy']",mong thầy sắp xếp giữa việc giảng dạy cũng như việc làm của thầy .
positive,"['thầy', 'dạy', 'rất', 'chuẩn', 'và', 'nhiệt_tình', 'kèm', 'theo', 'thời_gian', 'tập_luyện', 'và', 'nghỉ_ngơi', 'hợp_lý']","thầy dạy rất chuẩn và nhiệt tình , kèm theo thời gian tập luyện và nghỉ ngơi hợp lý !"
negative,"['điều_chỉnh', 'số', 'tín_chỉ', 'cho', 'môn', 'từ', '3', 'tín_chỉ', 'thành', '2', 'tín_chỉ']",điều chỉnh số tín chỉ cho môn từ 3 tín chỉ thành 2 tín chỉ .
positive,"['cô', 'giảng_dạy', 'nhiệt_tình', 'cô', 'bài_tập', 'trên', 'courses', 'nhiều', 'dù', 'có', 'vắng_mặt', 'hay', 'lơ_là', 'trong', 'lúc', 'học', 'vẫn', 'nắm', 'được', 'bài', 'và', 'học', 'tốt']","cô giảng dạy nhiệt tình , cô bài tập trên courses nhiều dù có vắng mặt hay lơ là trong lúc học vẫn nắm được bài và học tốt ."
negative,"['giảng_viên', 'dạy', 'lý_thuyết', 'nên', 'dạy', 'thực_hành', 'để', 'giúp', 'sinh_viên', 'làm', 'rõ', 'những', 'kiến_thức', 'trong', 'lý_thuyết']",giảng viên dạy lý thuyết nên dạy thực hành để giúp sinh viên làm rõ những kiến thức trong lý thuyết .
positive,"['bài_tập', 'nhiều', 'có', 'nhiều', 'câu', 'hỏi', 'hay']","bài tập nhiều , có nhiều câu hỏi hay ."
negative,"['cần', 'chuẩn_bị', 'phần', 'giáo_trình', 'phù_hợp', 'hơn', 'với', 'môn_học', 'phù_hợp', 'hơn', 'với', 'trường', 'mình']","cần chuẩn bị phần giáo trình phù hợp hơn với môn học , phù hợp hơn với trường mình ."
positive,"['giảng_viên', 'là', 'người', 'giảng_dạy', 'nhiệt_tình', 'khả_năng', 'truyền_đạt', 'cực_kỳ', 'tốt', 'tài_liệu', 'đi', 'kèm', 'môn_học', 'hay']","giảng viên là người giảng dạy nhiệt tình , khả năng truyền đạt cực kỳ tốt , tài liệu đi kèm môn học hay ."
negative,"['4', 'tín_chỉ', 'học_phần', 'là', 'quá', 'ít', 'cho', 'các', 'kiến_thức', 'về', 'javabeans', 'jsp', 'servlet', 'html', 'csharp']","4 tín chỉ học phần là quá ít cho các kiến thức về javabeans , jsp , servlet , html , csharp ."
positive,"['giảng_viên', 'dạy', 'dễ', 'hiểu', 'quan_tâm', 'đến', 'học_sinh']","giảng viên dạy dễ hiểu , quan tâm đến học sinh ."
negative,"['cách', 'giảng_dạy', 'của', 'giảng_viên', 'thật', 'khó', 'có_thể', 'làm', 'cho', 'sinh_viên', 'hiểu', 'rõ', 'vấn_đề']",cách giảng dạy của giảng viên thật khó có thể làm cho sinh viên hiểu rõ vấn đề .
positive,"['nhiệt_tình', 'với', 'sinh_viên', 'có', 'kiến_thức', 'tốt']","nhiệt tình với sinh viên , có kiến thức tốt ."
negative,"['học', 'một', 'đàn', 'ra', 'thi', 'một', 'nẻo', 'thi', 'đúng', 'với', 'nội_dung', 'môn_học']","học một đàn ra thi một nẻo , thi đúng với nội dung môn học ."
positive,"['truyền_đạt', 'kiến_thức', 'tốt']",truyền đạt kiến thức tốt .
negative,"['không', 'thu_hút', 'được', 'sự', 'chú_ý', 'của', 'sinh_viên']",không thu hút được sự chú ý của sinh viên .
positive,"['giáo_viên', 'dạy', 'nhiệt_tình', 'kết_hợp', 'với', 'nhiều', 'ví_dụ', 'cụ_thể', 'làm', 'bài', 'giảng', 'dễ', 'hiểu', 'vui_vẻ', 'trong', 'quá_trình', 'giảng', 'bài']","giáo viên dạy nhiệt tình , kết hợp với nhiều ví dụ cụ thể làm bài giảng dễ hiểu , vui vẻ trong quá trình giảng bài ."
negative,"['cần', 'phải', 'thiết_kế', 'nội_dung', 'thực_hành', 'gắn', 'với', 'lý_thuyết', 'nâng', 'độ', 'khó', 'lên', 'cần', 'áp_dụng', 'các', 'lý_thuyết', 'hiện_đại', 'thay_vì', 'các', 'lý_thuyết', 'đã', 'cũ', 'từ', 'mấy', 'chục', 'năm', 'trước']","cần phải thiết kế nội dung thực hành gắn với lý thuyết , nâng độ khó lên , cần áp dụng các lý thuyết hiện đại thay vì các lý thuyết đã cũ từ mấy chục năm trước ."
positive,"['giảng_dạy', 'kỹ', 'quan_tâm', 'sinh_viên']","giảng dạy kỹ , quan tâm sinh viên ."
negative,"['lúc', 'chấm', 'điểm', 'thực_hành', 'trên', 'lớp', 'hỏi', 'những', 'câu', 'đánh_đố', 'sinh_viên']","lúc chấm điểm thực hành trên lớp , hỏi những câu đánh đố sinh viên ."
positive,"['giảng_viên', 'nhiệt_tình', 'kết_hợp', 'truyền_đạt', 'nhiều', 'kiến_thức', 'trong', 'thực_tiễn']","giảng viên nhiệt tình , kết hợp truyền đạt nhiều kiến thức trong thực tiễn ."
negative,"['giảng_viên', 'mỗi', 'lần', 'lên_lớp', 'đều', 'nói', '""', 'các', 'em', 'cần', 'gì', 'cứ', 'mail', 'thầy', 'sẽ', 'hỗ_trợ', '""', 'nhưng', 'không', 'bao_giờ', 'trả_lời', 'mail', 'sinh_viên', 'sinh_viên', 'phải', 'lên', 'đến', 'tận', 'văn_phòng', 'khoa', 'để', 'tìm', 'gặp']","giảng viên mỗi lần lên lớp đều nói "" các em cần gì cứ mail thầy sẽ hỗ trợ "" nhưng không bao giờ trả lời mail sinh viên , sinh viên phải lên đến tận văn phòng khoa để tìm gặp ."
positive,"['hy_vọng', 'được', 'học', 'và', 'làm_việc', 'với', 'thầy', 'nhiều', 'hơn']",hy vọng được học và làm việc với thầy nhiều hơn .
negative,"['thầy', 'giảng', 'quá', 'khó_hiểu']",thầy giảng quá khó hiểu .
positive,"['tinh_thần', 'trách_nhiệm', 'nhiệt_huyết', 'vui_vẻ', 'hòa', 'đồng', 'với', 'sinh_viên']","tinh thần trách nhiệm , nhiệt huyết , vui vẻ hòa đồng với sinh viên ."
negative,"['hay', 'nghỉ']",hay nghỉ .
positive,"['quan_tâm', 'tới', 'sinh_viên', 'vui_vẻ']",quan tâm tới sinh viên vui vẻ .
negative,"['cập_nhật', 'kiến', 'thứ', 'trong', 'các', 'slide', 'những', 'phương_pháp', 'mới']","cập nhật kiến thứ trong các slide , những phương pháp mới ."
positive,"['chuyên_môn', 'cao', 'nhiệt_tình']","chuyên môn cao , nhiệt tình ."
negative,"['giảng_viên', 'thường', 'hay', 'đến', 'lớp', 'muộn', '15', 'phút']",giảng viên thường hay đến lớp muộn 15 phút .
positive,"['học', 'tới', 'đâu', 'ôn', 'tới', 'đó']","học tới đâu , ôn tới đó ."
negative,"['giảng_viên', 'nên', 'thường_xuyên', 'cập_nhật', 'và', 'giới_thiệu', 'những', 'thành_tựu', 'công_nghệ', 'mới', 'đến', 'sinh_viên', 'cũng', 'như', 'cho', 'phép', 'sinh_viên', 'thử_nghiệm', 'tại', 'lớp', 'nếu', 'điều_kiện', 'cho', 'phép']",giảng viên nên thường xuyên cập nhật và giới thiệu những thành tựu công nghệ mới đến sinh viên cũng như cho phép sinh viên thử nghiệm tại lớp nếu điều kiện cho phép .
positive,"['hướng_dẫn', 'cụ', 'thế', 'phương_pháp', 'cho', 'từng', 'bài', 'thực_hành']",hướng dẫn cụ thế phương pháp cho từng bài thực hành .
negative,"['cần', 'nâng', 'cao', 'chất_lượng', 'máy_chiếu']",cần nâng cao chất lượng máy chiếu .
positive,"['sẵn_sàng', 'giải_đáp', 'tận_tình', 'mọi', 'thắc_mắc', 'của', 'sinh_viên', 'khi', 'được', 'hỏi']",sẵn sàng giải đáp tận tình mọi thắc mắc của sinh viên khi được hỏi .
negative,"['theo', 'em', 'nên', 'tăng', 'thời_gian', 'thực_hành', 'nhiều', 'hơn']","theo em , nên tăng thời gian thực hành nhiều hơn ."
positive,"['thầy', 'dạy', 'dễ', 'hiểu', 'siêng', 'chép', 'vui_tính']","thầy dạy dễ hiểu , siêng chép , vui tính ."
negative,"['em', 'nghĩ', 'nên', 'kết_hợp', 'thực_hành', 'vào', 'chung', 'một', 'buổi']",em nghĩ nên kết hợp thực hành vào chung một buổi .
positive,"['thầy', 'quan_tâm', 'cho', 'sinh_viên']",thầy quan tâm cho sinh viên .
negative,"['thầy', 'dạy', 'quá', 'nhanh', 'học_sinh', 'theo', 'không', 'kịp', 'nhất', 'là', 'việc', 'chiếu', 'slide']","thầy dạy quá nhanh , học sinh theo không kịp , nhất là việc chiếu slide ."
positive,"['giảng_viên', 'dạy', 'nhiệt_tình', 'dễ', 'hiểu']",giảng viên dạy nhiệt tình dễ hiểu .
negative,"['cập_nhật', 'tin_tức', 'môn_học', 'trên', 'các', 'kênh', 'thông_tin', 'course', 'và', 'cung_cấp', 'các', 'tài_liệu', 'trên', 'đó']",cập nhật tin tức môn học trên các kênh thông tin course và cung cấp các tài liệu trên đó .
positive,"['biết', 'được', 'một_số', 'kỹ_năng']",biết được một số kỹ năng .
negative,"['như_vậy', 'thì', 'quá', 'bất_công']",như vậy thì quá bất công .
positive,"['mở_rộng', 'nhiều', 'kiến_thức', 'liên_quan']",mở rộng nhiều kiến thức liên quan .
negative,"['lịch', 'học', 'trùng', 'với', 'lịch', 'học', 'môn', 'khác', 'có', 'điểm_danh', 'từng', 'buổi', 'nên', 'hầu_như', 'nhóm', 'học', 'của', 'em', 'không', 'bạn', 'nào', 'học', 'được', '1', 'buổi', 'nào']",lịch học trùng với lịch học môn khác có điểm danh từng buổi nên hầu như nhóm học của em không bạn nào học được 1 buổi nào .
positive,"['giảng_viên', 'vui_vẻ', 'hòa', 'đồng', 'truyền_đạt', 'kiến_thức', 'tốt', 'tận_tâm', 'với', 'sinh_viên']","giảng viên vui vẻ , hòa đồng , truyền đạt kiến thức tốt , tận tâm với sinh viên ."
negative,"['thêm', 'nhiều', 'bài_tập', 'hay', 'gặp', 'khi', 'thi', 'học_kỳ']",thêm nhiều bài tập hay gặp khi thi học kỳ !
positive,"['thầy', 'hay', 'kéo', 'giờ', 'nhưng', 'dạy', 'tận_tình', 'cho', 'ví_dụ', 'và', 'bài_tập', 'dễ', 'hiểu']","thầy hay kéo giờ nhưng dạy tận tình , cho ví dụ và bài tập dễ hiểu ."
negative,"['thầy', 'hay', 'chém', 'gió']",thầy hay chém gió .
positive,"['thầy', 'truyền_đạt', 'nhiều', 'kinh_nghiệm', 'quý_giá']",thầy truyền đạt nhiều kinh nghiệm quý giá .
negative,"['mong', 'thầy', 'giải', 'bài_tập', 'nhiều', 'hơn', 'là', 'nói', 'toàn', 'là', 'lý_thuyết']",mong thầy giải bài tập nhiều hơn là nói toàn là lý thuyết .
positive,"['giảng_dạy', 'kỹ', 'hỗ_trợ', 'sinh_viên']","giảng dạy kỹ , hỗ trợ sinh viên ."
negative,"['phương_pháp', 'giảng_dạy', 'chưa_được', 'cập_nhật']",phương pháp giảng dạy chưa được cập nhật .
positive,"['giảng_viên', 'có', 'tầm', 'hiểu_biết', 'sâu_rộng']",giảng viên có tầm hiểu biết sâu rộng .
negative,"['nên', 'khắc_phục', 'tình_trạng', 'giảng_viên', 'không', 'lên_lớp', 'vì', 'như_vậy', 'làm', 'mất', 'nhiều', 'thời_gian', 'cho', 'sinh_viên', 'tụi', 'em']","nên khắc phục tình trạng giảng viên không lên lớp , vì như vậy làm mất nhiều thời gian cho sinh viên tụi em ."
positive,"['giảng', 'rất', 'dễ', 'hiểu', 'nhiệt_tình', 'với', 'sinh_viên']","giảng rất dễ hiểu , nhiệt tình với sinh viên ."
negative,"['thầy', 'ít', 'giảng', 'chủ_yếu', 'là', 'cho', 'chép', 'vào', 'vở']",thầy ít giảng chủ yếu là cho chép vào vở .
positive,"['đảm_bảo', 'tốt']",đảm bảo tốt .
negative,"['cô', 'truyền_đạt', 'còn', 'khó_hiểu']",cô truyền đạt còn khó hiểu .
positive,"['giảng_viên', 'dạy', 'dễ', 'tiếp_thu', 'slide', 'trình_bày', 'được', 'giảng_viên', 'vui_tính', 'dạy', 'nhiệt_tình', 'tận_tình', 'trong', 'công_việc']","giảng viên dạy dễ tiếp thu , slide trình bày được , giảng viên vui tính , dạy nhiệt tình , tận tình trong công việc ."
negative,"['dạy', 'hơi', 'nhanh', 'à', 'nha', 'tiết', 'bài_tập', 'chưa', 'tốt']","dạy hơi nhanh à nha , tiết bài tập chưa tốt ."
positive,"['thầy', 'dạy', 'hay', 'hướng_dẫn', 'tận_tình']","thầy dạy hay , hướng dẫn tận tình ."
negative,"['em', 'nghĩ', 'nên', 'tạo', 'ra', 'thêm', 'một_số', 'ràng_buộc', 'để', 'sinh_viên', 'đi', 'học', 'đầy_đủ', 'hơn']",em nghĩ nên tạo ra thêm một số ràng buộc để sinh viên đi học đầy đủ hơn .
positive,"['cô', 'dạy', 'nhiệt_tình', 'và', 'không', 'bị', 'áp_lực', 'trong', 'khi', 'học']",cô dạy nhiệt tình và không bị áp lực trong khi học .
negative,"['thầy', 'nên', 'nhiệt_tình', 'hướng_dẫn', 'hơn']",thầy nên nhiệt tình hướng dẫn hơn .
positive,"['thầy', 'dạy', 'rất', 'vui']",thầy dạy rất vui .
negative,"['nhưng', 'thầy', 'rất', 'nhiệt_tình', 'giảng', 'lại', 'và', 'đứng', 'chỉ', 'lại']",nhưng thầy rất nhiệt tình giảng lại và đứng chỉ lại .
positive,"['cô', 'có', 'cách', 'dạy', 'hay', 'dễ', 'hiểu', 'tận_tình']",cô có cách dạy hay dễ hiểu tận tình .
negative,"['giáo_viên', 'lý_thuyết', 'và', 'trợ_giảng', 'không', 'có', 'sự', 'liên_hệ', 'với', 'nhau', 'dẫn', 'đến', 'mỗi', 'người', 'dạy', 'một', 'kiểu']",giáo viên lý thuyết và trợ giảng không có sự liên hệ với nhau dẫn đến mỗi người dạy một kiểu .
positive,"['truyền_đạt', 'rất', 'nhiều', 'kiến_thức', 'thực_tế', 'bổ_ích']",truyền đạt rất nhiều kiến thức thực tế bổ ích .
negative,"['không', 'gặp_mặt']",không gặp mặt .
positive,"['thầy', 'wzjwz222', 'vui_vẻ', 'giảng', 'không', 'buồn_ngủ', 'giải_đáp', 'thắc_mắc', 'đầy_đủ', 'dễ', 'hiểu']","thầy wzjwz222 vui vẻ , giảng không buồn ngủ , giải đáp thắc mắc đầy đủ , dễ hiểu ."
negative,"['cần', 'cập_nhật', 'kiến_thức', 'sâu', 'hơn']",cần cập nhật kiến thức sâu hơn .
positive,"['cách', 'truyền_đạt', 'sự', 'tận_tâm']","cách truyền đạt , sự tận tâm ."
negative,"['thầy', 'giảng', 'hơi', 'nhanh', 'và', 'có', 'nhiều', 'chỗ', 'còn', 'khó_hiểu']",thầy giảng hơi nhanh và có nhiều chỗ còn khó hiểu .
positive,"['thầy', 'luôn', 'làm', 'cho', 'không_khí', 'học', 'thoải_mái']",thầy luôn làm cho không khí học thoải mái .
negative,"['cần', 'nâng_cấp', 'máy', 'trong', 'phòng', 'máy', 'thực_hành', 'vì', 'cấu_hình', 'hơi', 'yếu', 'và', 'phòng', 'học', 'không', 'nóng', 'và', 'bụi', 'thì', 'tốt', 'hơn']",cần nâng cấp máy trong phòng máy thực hành vì cấu hình hơi yếu và phòng học không nóng và bụi thì tốt hơn .
positive,"['dạy', 'tốt', 'chu_đáo']",dạy tốt chu đáo .
negative,"['em', 'thấy', 'nội_dung', 'kiểm_tra', 'chưa', 'phù_hợp', 'chương_trình', 'học', 'quá', 'nặng']","em thấy nội dung kiểm tra chưa phù hợp , chương trình học quá nặng ."
positive,"['đồng_thời', 'bài_tập', 'và', 'tài_liệu', 'thầy', 'thực_sự', 'được', 'cung_cấp', 'rất', 'nhiều']",đồng thời bài tập và tài liệu thầy thực sự được cung cấp rất nhiều .
negative,"['không', 'hoàn_toàn', 'hài_lòng', 'với', 'cách', 'giảng_dạy', 'của', 'thầy']",không hoàn toàn hài lòng với cách giảng dạy của thầy .
positive,"['rất', 'vui', 'và', 'nhiệt_tình']",rất vui và nhiệt tình .
negative,"['nội_dung', 'chưa_được', 'truyền_đạt', 'đến', 'sinh_viên', 'theo', 'cách', 'hấp_dẫn', 'trực_tiếp', 'mà', 'nhàm_chán', 'dễ', 'gây', 'tâm_lý', 'bối_rối', 'với', 'nhiều', 'kiến_thức', 'liên_kết', 'rời_rạc']","nội dung chưa được truyền đạt đến sinh viên theo cách hấp dẫn , trực tiếp mà nhàm chán , dễ gây tâm lý bối rối với nhiều kiến thức liên kết rời rạc ."
positive,"['giảng', 'bài', 'kỹ', 'và', 'dễ', 'hiểu']",giảng bài kỹ và dễ hiểu .
negative,"['thầy', 'rất_thường', 'xuyên', 'kể', 'về', 'các', 'câu_chuyện', 'cá_nhân', 'mặc_dù', 'không', 'sinh_viên', 'nào', 'yêu_cầu', 'và', 'quan_tâm']",thầy rất thường xuyên kể về các câu chuyện cá nhân mặc dù không sinh viên nào yêu cầu và quan tâm .
positive,"['hiền', 'nhiệt_huyết']","hiền , nhiệt huyết ."
negative,"['nên', 'cập_nhật', 'giáo_trình', 'đầy_đủ', 'nội_dung', 'môn_học', 'nên', 'cải_tiến', 'phần', 'thực_hành', 'nên', 'hiệu_chỉnh', 'để', 'thống_nhất', 'với', 'lý_thuyết']","nên cập nhật giáo trình đầy đủ , nội dung môn học nên cải tiến , phần thực hành nên hiệu chỉnh để thống nhất với lý thuyết ."
positive,"['giảng_viên', 'hướng_dẫn', 'sinh_viên', 'nhiệt_tình', 'dễ', 'hiểu']","giảng viên hướng dẫn sinh viên nhiệt tình , dễ hiểu ."
negative,"['theo', 'ý_kiến', 'của', 'em', 'doubledot', 'nếu_như', 'đầu_ra', 'tốt_nghiệp', 'là', 'bằng_cấp', 'theo', 'các', 'chương_trình', 'ngoại_ngữ', 'bằng_cấp', 'toeic', 'hay', 'ielts', 'thì', 'em', 'nghĩ', 'là', 'nên', 'để_phần', 'đó', 'cho', 'các', 'bạn', 'sinh_viên', 'tự', 'lo', 'vì', 'học', 'av1', 'av2', 'av3', 'rồi', 'lại', 'phải', 'học', 'thêm', 'mấy', 'cái', 'toeic', 'với', 'ielts', 'thì', 'mất', 'một', 'khoảng', 'thời_gian']","theo ý kiến của em doubledot nếu như đầu ra tốt nghiệp là bằng cấp theo các chương trình ngoại ngữ bằng cấp toeic hay ielts thì em nghĩ là nên để phần đó cho các bạn sinh viên tự lo vì học av1 , av2 , av3 rồi lại phải học thêm mấy cái toeic với ielts thì mất một khoảng thời gian ."
positive,"['thầy', 'vui_tính', 'giảng', 'bài', 'dễ', 'hiểu', 'chỉ_dẫn', 'tận_tình']","thầy vui tính , giảng bài dễ hiểu , chỉ dẫn tận tình ."
negative,"['các', 'deadline', 'thời_gian', 'hơi_ít']",các deadline thời gian hơi ít .
positive,"['cô', 'lên_lớp', 'vui_vẻ']",cô lên lớp vui vẻ .
negative,"['mong', 'ở', 'những', 'môn_học', 'tới', 'với', 'kiến_thức', 'và', 'kinh_nghiệm', 'của', 'mình', 'thêm', 'với', 'sự', 'tương_tác', 'và', 'sắp_xếp', 'thời_gian', 'thầy', 'sẽ', 'mang', 'đến', 'những', 'tiết', 'học', 'bổ_ích', 'và', 'hiệu_quả', 'nhất', 'cho', 'học_viên', 'của', 'mình']","mong ở những môn học tới , với kiến thức và kinh nghiệm của mình thêm với sự tương tác và sắp xếp thời gian , thầy sẽ mang đến những tiết học bổ ích và hiệu quả nhất cho học viên của mình ."
positive,"['kiến_thức', 'thầy', 'rộng', 'tận_tình', 'với', 'học_sinh', 'như', 'anh_em']","kiến thức thầy rộng , tận tình với học sinh như anh em ."
negative,"['môn', 'này', 'không', 'nên', 'có', 'hình_thức', 'thực_hành', '2', 'không', 'hiệu_quả']",môn này không nên có hình thức thực hành 2 không hiệu quả .
positive,"['truyền_đạt', 'hay']",truyền đạt hay .
negative,"['thầy', 'nói', 'hơi_nhỏ', 'và', 'đều', 'đều', 'nên', 'rất', 'dễ', 'buồn_ngủ']",thầy nói hơi nhỏ và đều đều nên rất dễ buồn ngủ .
positive,"['giáo_viên', 'rất', 'dễ_tính', 'dạy', 'dễ', 'hiểu', 'có', 'nhiều', 'điểm_cộng']","giáo viên rất dễ tính , dạy dễ hiểu , có nhiều điểm cộng ."
negative,"['em', 'không_thể', 'đi', 'học', 'môn', 'wzjwz75', 'nên', 'học_kỳ', 'này', 'sẽ', 'nợ', 'môn', 'này']","em không thể đi học môn wzjwz75 , nên học kỳ này sẽ nợ môn này ."
positive,"['mức_độ', 'quan_tâm', 'học_sinh', 'rất', 'cao']",mức độ quan tâm học sinh rất cao .
negative,"['dạy', 'nhiệt_tình', 'nên', 'hay', 'lấn', 'giờ', 'quá', 'tiết']",dạy nhiệt tình nên hay lấn giờ quá tiết .
positive,"['giảng_viên', 'vui_vẻ', 'hoà_đồng', 'nhiệt_tình', 'trong', 'việc', 'giảng_dạy']","giảng viên vui vẻ , hoà đồng , nhiệt tình trong việc giảng dạy ."
negative,"['đồ_án', 'thầy', 'yêu_cầu', 'khó', 'thực_hiện', 'vì', 'toàn', 'là', 'bài', 'báo', 'khoa_học', 'có', 'nội_dung', 'trừu_tượng']",đồ án thầy yêu cầu khó thực hiện vì toàn là bài báo khoa học có nội dung trừu tượng .
positive,"['vui_nhộn', 'và', 'hài_hước']",vui nhộn và hài hước .
negative,"['khi', 'có', 'thông_báo', 'nghỉ', 'cần_cập', 'nhập', 'thông_tin', 'trên', 'web', 'của', 'khoa', 'wzjwz158']","khi có thông báo nghỉ , cần cập nhập thông tin trên web của khoa wzjwz158 ."
positive,"['thầy', 'rất', 'có', 'kinh_nghiệm', 'khi', 'giảng_dạy', 'các', 'bài', 'giảng', 'của', 'thầy', 'rất', 'có_ích', 'sau', 'khi', 'ra', 'trường', 'của', 'sinh_viên', 'bọn', 'em']","thầy rất có kinh nghiệm khi giảng dạy , các bài giảng của thầy rất có ích sau khi ra trường của sinh viên bọn em ."
negative,"['kiến_thức', 'truyền_đạt', 'còn', 'ít', 'thời_gian', 'lên_lớp', 'thường', 'trễ']","kiến thức truyền đạt còn ít , thời gian lên lớp thường trễ ."
positive,"['tiếc', 'là', 'học_kỳ', '2', 'em', 'không', 'đăng_ký', 'được', 'lớp', 'lập_trình', 'hướng', 'đối_tượng', 'của', 'cô']",tiếc là học kỳ 2 em không đăng ký được lớp lập trình hướng đối tượng của cô !
negative,"['em', 'nghĩ', 'nên', 'thi', 'thực_hành', 'thay_vì', 'lý_thuyết', 'cuối', 'kỳ']",em nghĩ nên thi thực hành thay vì lý thuyết cuối kỳ .
positive,"['cô', 'giảng', 'bài', 'rất', 'dễ', 'hiểu', 'tạo', 'mọi', 'điều_kiện', 'tốt', 'nhất', 'cho', 'sinh_viên', 'tiếp_cận', 'môn_học', 'có', 'hiệu_quả']","cô giảng bài rất dễ hiểu , tạo mọi điều kiện tốt nhất cho sinh viên tiếp cận môn học có hiệu quả ."
negative,"['khi', 'sinh_viên', 'nhờ', 'thầy', 'giải', 'một', 'bài_tập', 'để', 'làm', 'mẫu', 'nhưng', 'không', 'nhận', 'được', 'bất_kỳ', 'bài', 'giải', 'nào', 'từ', 'thầy']",khi sinh viên nhờ thầy giải một bài tập để làm mẫu nhưng không nhận được bất kỳ bài giải nào từ thầy .
positive,"['thầy', 'rất', 'nhiệt_tình', 'dạy']",thầy rất nhiệt tình dạy .
negative,"['thời_lượng', 'thi', 'ít_khiến', 'nhiều', 'câu', 'bỏ', 'trống']",thời lượng thi ít khiến nhiều câu bỏ trống .
positive,"['cô', 'dạy', 'vui_vẻ', 'nhiệt_tình']","cô dạy vui vẻ , nhiệt tình ."
negative,"['thường_xuyên', 'nghỉ', 'học', 'không', 'thông_báo', 'lên_lớp', 'trễ']","thường xuyên nghỉ học không thông báo , lên lớp trễ ."
positive,"['hướng_dẫn_giải', 'bài_tập', 'chi_tiết']",hướng dẫn giải bài tập chi tiết .
negative,"['dùng', 'lời_lẽ', 'để', 'ép_buộc', 'sinh_viên']",dùng lời lẽ để ép buộc sinh viên .
