Score,pre_Sentiment,Sentiment,Tokens,Reviews
0.0,negative,negative,"['tập', 'dễ', 'không', 'khuyến_khích', 'được', 'tinh_thần', 'tự_học']","bài tập cô cho dễ quá , không khuyến khích được tinh thần tự học của các bạn ."
1.0,positive,positive,"['nhiệt_tình', 'giải_tập']","nhiệt tình , giải bài tập nhiều ."
-2.0,negative,negative,"['nội_dung', 'học', 'cần', 'cải_thiện']",nội dung học cần cải thiện .
1.0,positive,positive,"['dạy', 'hay']",cô dạy rất hay !
-2.0,negative,negative,"['giảng_viên', 'giảng_dạy', 'kém', 'hiệu_quả', 'giảng_viên', 'giảng_dạy', 'dưới', 'sinh_viên', 'làm_việc_riêng']",giảng viên giảng dạy còn kém hiệu quả khi mà ở trên thì giảng viên giảng dạy còn ở dưới thì sinh viên làm việc riêng .
6.0,positive,positive,"['đồng_thời', 'giảng_viên', 'tích_cực', 'năng_nổ', 'giảng_dạy', 'cung', 'sinh_viên', 'kiến_thức', 'bổ_ích', 'vui_vẻ', 'hoà_đồng', 'khiến', 'sinh_viên', 'cảm', 'thoải_mái', 'lớp']","đồng thời , giảng viên rất tích cực , năng nổ trong việc giảng dạy , cung cấp cho sinh viên nhiều kiến thức bổ ích và cũng luôn vui vẻ , hoà đồng nhằm khiến sinh viên cảm thấy thoải mái khi đến lớp ."
-4.0,negative,negative,"['nên', 'có', 'phương_pháp', 'thông_báo', 'sinh_viên', 'lịch', 'học', 'thời_gian', 'gần', 'học', 'nữa', 'tránh', 'trùng_lắp', 'môn_học']","nên có phương pháp thông báo đến sinh viên về lịch học trong thời gian gần buổi học , hơn nữa tránh trùng lắp với môn học khác ."
2.0,positive,positive,"['vui_vẻ', 'biết', 'lắng', 'kiến', 'sinh_viên']","vui vẻ , biết lắng nghe ý kiến của sinh viên ."
-2.0,negative,negative,"['chưa', 'đi', 'dạy', 'bữa', '?']",sao chưa thấy đi dạy bữa nào ?
1.0,positive,positive,"['dạy', 'chi_tiết', 'tập']","dạy rất từ từ , chi tiết , cho nhiều bài tập ."
0.0,negative,negative,"['lớp_học', 'đông', 'nên', 'ồn', 'khó', 'tiếp_thu']",lớp học đông nên ồn ào và khó tiếp thu .
-2.0,negative,positive,"['trường', 'ta', 'cần', 'giáo_viên', 'nhiệt_huyết', 'tài_năng_vầy']",trường ta cần những giáo viên nhiệt huyết và tài năng như vầy .
-2.0,negative,negative,"['ít', 'hướng', 'sinh_viên', 'thực_hành', 'toàn', 'sinh_viên', 'đi', 'học', 'không', 'đi']","ít hướng dẫn sinh viên thực hành , ra bài rồi để đó , toàn để sinh viên tự làm , đi học cũng như không đi , ai làm gì đó làm ."
2.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'dạy', 'đúng']","giảng viên nhiệt tình , dạy đúng giờ ."
-2.0,negative,negative,"['kỳ', 'môn', 'java', 'web', 'tinh_thần', 'giảng_dạy', 'thầy', 'không', 'hề', 'khá', 'chút_nào']",kỳ này môn java web thì tinh thần giảng dạy của thầy cũng không hề khá hơn chút nào .
-1.0,negative,positive,"['dạy', 'hay', 'học', 'thêm', 'nữa', 'môn']",dạy hay và muốn học thêm nữa ở môn khác .
-1.0,negative,negative,['hơi_nhiều'],nói hơi nhiều .
3.0,positive,positive,"['dễ', 'thoải_mái', 'không', 'gây', 'áp_lực', 'động_lực', 'phát_biểu']","dễ tính , thoải mái , không gây áp lực , tạo động lực phát biểu ."
-1.0,negative,negative,"['trưởng', 'không', 'đồ_án', 'bỏ', 'không']",nhóm trưởng không làm thì đồ án bỏ không .
2.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'phương_pháp', 'giảng_dạy', 'hiệu_quả']","giảng viên nhiệt tình , phương pháp giảng dạy hiệu quả ."
-1.0,negative,negative,"['môn_học', 'kỹ_năng', 'nên', 'không', 'cần_thiết', 'kiểm_tra', 'hình_thức', 'thi', 'luận', 'nên', 'đánh_giá', 'đồ_án']",đây là môn học kỹ năng nên không cần thiết khi kiểm tra bằng hình thức thi tự luận mà nên đánh giá bằng đồ án .
1.0,positive,positive,"['giảng', 'hay', 'giảng', 'nội_dung', 'quan_trọng', 'không', 'lan_man']","giảng rất hay , giảng nội dung quan trọng không lan man ."
-4.0,negative,negative,"['đừng', 'nên', 'bảng', 'giải', 'nữa']",em nghĩ cô đừng nên cho các bạn lên bảng giải bài nữa .
2.0,positive,positive,"['thầy', 'giảng', 'hay', 'nhiệt_tình']",thầy giảng bài rất hay và nhiệt tình .
0.0,negative,negative,"['giảng_viên', 'hay', 'lớp', 'muộn']",giảng viên hay lên lớp muộn .
3.0,positive,positive,"['thầy', 'nhiệt_tình', 'lớp', 'có', 'vắng', 'hay', 'đông_đủ']","thầy rất nhiệt tình , dù lớp có vắng hay đông đủ ."
0.0,negative,negative,"['cung', 'thêm', 'tài_liệu', 'môn_học_sinh_viên', 'sử_dụng', 'hợp_lý', 'giảng', 'lớp']","cung cấp thêm tài liệu môn học cho sinh viên , sử dụng hợp lý giờ giảng trên lớp ."
2.0,positive,positive,"['nhiệt_tình', 'vui_vẻ', 'hòa', 'đồng', 'sinh_viên']","nhiệt tình , vui vẻ hòa đồng với sinh viên ."
2.0,positive,negative,"['học', 'hiệu_quả', 'thầy', 'dạy', 'đủ', 'tiết']","em nghĩ việc học sẽ hiệu quả hơn , khi thầy dạy chúng em đầy đủ tiết ."
0.0,negative,positive,"['tập', 'thực_hành', 'chỗ']",cô cho bài tập thực hành tại chỗ .
-3.0,negative,negative,"['chưa', 'thực', 'đi_sâu', 'nội_dung', 'môn_học', 'thời_gian', 'lớp', 'thực_hành', 'mất_rồi']","chưa thực sự đi sâu vào nội dung môn học , phần lớn thời gian trên lớp làm bài thực hành mất rồi ."
1.0,positive,positive,"['hướng', 'đánh_giá', 'đúng', 'kết', 'học_tập']",hướng dẫn và đánh giá đúng kết quả học tập .
1.0,positive,negative,"['sinh_viên', 'nghiên_cứu']",để sinh viên tự nghiên cứu quá nhiều .
1.0,positive,positive,['nhiệt_tình'],nhiệt tình !
2.0,positive,negative,"['nhiệt_tình', 'quan_tâm', 'đên', 'sinh_viên']",nhiệt tình và quan tâm đên sinh viên hơn .
6.0,positive,positive,"['giảng_viên', 'có', 'kỹ_năng', 'tốt', 'truyền_đạt', 'dễ', 'hiểu', 'dễ', 'áp_dụng']","giảng viên có kỹ năng tốt , truyền đạt dễ hiểu , dễ áp dụng ."
-2.0,negative,negative,"['tập', 'hơi', 'khó']",bài tập hơi khó .
1.0,positive,positive,"['hiểu', 'khả_năng', 'sinh_viên']",hiểu rõ khả năng từng sinh viên .
0.0,negative,negative,"['nhiên', 'thầy', 'chưa', 'nhấn_mạnh', 'công_thức', 'môn_học', 'thầy', 'giảng', 'ví_dụ', 'nhanh', 'ví_dụ', 'đầu_tiên', 'khá', 'khó', 'nên', 'chưa', 'thể', 'nắm', 'kịp', 'kiến_thức', 'mới']","tuy nhiên thầy chưa nhấn mạnh công thức môn học cùng với việc thầy giảng những ví dụ quá nhanh , ví dụ đầu tiên khá khó , nên em chưa thể nắm kịp những kiến thức mới ."
0.0,negative,positive,"['hướng', 'giải_quyết_sinh_viên', 'vấn_đề', 'đồ_án']",cô đưa ra nhiều hướng giải quyết khi sinh viên gặp vấn đề với đồ án !
-1.0,negative,negative,"['cần', 'hướng', 'sinh_viên', 'ôn_tập']",cần hướng dẫn sinh viên ôn tập .
1.0,positive,positive,"['giảng_viên', 'truyền_đạt', 'tốt']",giảng viên truyền đạt tốt .
1.0,positive,negative,"['nên', 'khắc_phục', 'thái_độ', 'giảng_viên']",nên khắc phục thái độ của giảng viên .
2.0,positive,positive,"['thầy', 'chu_đáo', 'tỉ_mỉ']",thầy chu đáo và tỉ mỉ .
0.0,negative,negative,"['có_thể', 'xin', 'thầy', 'tập', 'có', 'đáp_án']","nếu có thể , xin thầy cho chúng em những bài tập có đáp án ."
2.0,positive,positive,"['chất', 'đào', 'môn_học', 'tốt']",chất lượng đào tạo của môn học này đã tốt rồi .
-1.0,negative,negative,['vấn_đề'],và còn rất nhiều vấn đề khác .
1.0,positive,positive,"['hướng', 'thực_hành', 'nhiệt_tình']",hướng dẫn thực hành nhiệt tình .
2.0,positive,negative,"['thầy', 'cung', 'thông', 'hay', 'hữu_ích', 'đối', 'đồ_án']","thầy cung cấp nhiều thông tin hay , hữu ích đối với đồ án ."
2.0,positive,positive,"['nhiệt_tình', 'tận_tình']","nhiệt tình , tận tình ."
0.0,negative,negative,"['không', 'nên', 'xảy', 'lỗi', 'yêu_cầu', 'thực_hành', 'không', 'thực_hành', 'chưa', 'học', 'lý_thuyết']","không nên để xảy ra lỗi trong yêu cầu thực hành , không thực hành phần nào chưa học lý thuyết ."
1.0,positive,positive,"['thầy', 'giảng_dạy', 'tận_tâm']",thầy giảng dạy rất tận tâm .
-2.0,negative,negative,"['thầy', 'wzjwz21', 'truyền_đạt', 'lớp_học', 'không', 'hiểu', 'thầy', 'dạy']",thầy wzjwz21 truyền đạt cả lớp học không ai hiểu là thầy đang dạy gì !
2.0,positive,positive,"['áp_dụng', 'kiến_thức', 'thực_tế']",áp dụng nhiều kiến thức thực tế .
-3.0,negative,negative,"['giảng', 'không', 'thu_hút', 'được', 'học_sinh']",bài giảng không thu hút được học sinh .
3.0,positive,positive,"['thầy', 'dạy', 'hay', 'dễ', 'hiểu']","thầy dạy hay , dễ hiểu !"
0.0,negative,negative,"['cần', 'phân_chia', 'hai', 'giảng_viên', 'dãy', 'bàn', 'tăng', 'khả_năng', 'tương_tác', 'sinh_viên']",cần phân chia hai giảng viên cho từng dãy bàn để tăng khả năng tương tác với sinh viên .
1.0,positive,positive,"['giảng', 'hướng', 'nhiệt_tình']",cô giảng bài và hướng dẫn làm bài nhiệt tình .
-1.0,negative,negative,"['thời_gian', 'đi', 'dạy', 'trễ']",thời gian đi dạy trễ .
2.0,positive,positive,"['thầy', 'giảng', 'dễ', 'hiểu']",thầy giảng rất dễ hiểu .
-1.0,negative,negative,"['dạy', 'khó_hiểu']",dạy khó hiểu .
4.0,positive,positive,"['thầy', 'giảng', 'thú_vị', 'dễ', 'tiếp_thu', 'dạy_học', 'vui', 'nhiệt_tình']","thầy giảng bài thú vị , dễ tiếp thu , dạy học vui tính và nhiệt tình ."
-3.0,negative,negative,"['thầy', 'hay', 'khó_chịu', 'không', 'tận_tâm', 'nhiệt_tình']","thầy hay khó chịu , không tận tâm , nhiệt tình ."
5.0,positive,positive,"['dễ_thương', 'nhí_nhảnh', 'truyền_đạt', 'dễ', 'hiểu', 'thấu_hiểu', 'tâm_lý', 'sinh_viên', 'colonsmile']","cô dễ thương , nhí nhảnh , truyền đạt dễ hiểu thấu hiểu tâm lý sinh viên colonsmile ."
-3.0,negative,negative,"['giáo_viên', 'dạy', 'nhanh', 'không', 'kịp']",giáo viên dạy nhanh quá theo không kịp .
3.0,positive,positive,"['thầy', 'dạy', 'hay', 'hiểu', 'được', 'dot', 'kết_thúc', 'môn_học', 'cảm', 'bổ_ích']",thầy dạy rất hay cho em hiểu được nhiều điều dot kết thúc môn học em cảm thấy nó rất bổ ích cho chúng em .
-5.0,negative,negative,"['học_tập', 'hơi', 'khô_khan', 'cần', 'ôn_tập', 'thi', 'sát', 'đề', 'thêm', 'chút', 'nữa', 'coloncolon']","học tập hơi khô khan , cô cần ôn tập thi sát đề thêm chút nữa ạ coloncolon ."
3.0,positive,positive,"['tương_tác', 'sinh_viên', 'giải_đáp', 'thắc_mắc', 'kỹ_thuật', 'lập_trình', 'hay', 'liên_quan', 'máy']",tương tác với sinh viên rất nhiều và giải đáp mọi thắc mắc dù về kỹ thuật lập trình hay liên quan đến máy tính .
-2.0,negative,negative,"['nên', 'có', 'tiết', 'thực_hành']",nên có nhiều tiết thực hành hơn .
1.0,positive,positive,"['tập', 'thầy', 'hay']","bài tập về nhà của thầy rất nhiều , rất hay ."
-1.0,negative,negative,"['slide', 'học', 'khó', 'nắm_bắt', 'code', 'slide', 'chỗ', 'sai']","slide bài học rất ư là khó nắm bắt , code trong slide vẫn còn chỗ sai ."
1.0,positive,positive,"['thầy', 'tận_tâm', 'công', 'giảng_dạy']",thầy rất tận tâm trong công việc giảng dạy .
-1.0,negative,negative,"['nghỉ', 'đa', 'nghỉ', 'sinh_viên', 'chờ', '30', 'phút', 'không', 'thầy', 'giải_tán']","nghỉ rất nhiều , đa phần những buổi nghỉ là do sinh viên chờ 30 phút không thấy thầy lên mà giải tán ."
3.0,positive,positive,"['thầy', 'thực', 'chuyên_tâm', 'giảng_dạy', 'giảng', 'thực', 'dễ', 'hiểu']",thầy thực sự rất chuyên tâm trong giảng dạy và những bài giảng thực sự dễ hiểu .
-1.0,negative,negative,"['giảng_viên', 'dạy', 'lý_thuyết', 'thực_hành', 'cần', 'thống', 'nội_dung', 'được', 'giảng_dạy', 'tuần', 'tránh', 'trường_hợp', 'thực_hành', 'học', 'lý_thuyết']","giảng viên dạy lý thuyết và thực hành cần thống nhất với nhau về nội dung đã được giảng dạy qua mỗi tuần , tránh trường hợp thực hành trước khi học lý thuyết ."
2.0,positive,positive,"['kiến_thức', 'dạy', 'tốt']","kiến thức nhiều , dạy tốt ."
-2.0,negative,negative,"['cần', 'kết_hợp', 'học_hành']",cần kết hợp học với hành .
3.0,positive,positive,"['nhiệt_tình', 'truyền_đạt', 'kiến_thức', 'sẵn_sàng', 'thắc_mắc', 'sinh_viên']",cô rất nhiệt tình trong việc truyền đạt kiến thức cũng như sẵn sàng trả lời mọi thắc mắc của sinh viên .
0.0,negative,negative,"['nên', 'vấn_đề']",nên đưa ra các vấn đề thường gặp .
3.0,positive,positive,"['tận_tâm', 'nhiệt_tình', 'có', 'trách_nhiệm', 'cao']","cô rất tận tâm , nhiệt tình và có trách nhiệm cao ."
-1.0,negative,negative,"['tập', 'khó']",bài tập cho quá khó .
2.0,positive,positive,"['giảng_dạy', 'dễ', 'hiểu', 'ngắn_gọn', 'không', 'cầu', 'kỳ']","giảng dạy dễ hiểu , ngắn gọn , không cầu kỳ ."
0.0,negative,negative,"['giảng_viên', 'nên', 'thêm', 'tập']",giảng viên nên ra thêm bài tập .
3.0,positive,positive,"['trình', 'dạy', 'thầy', 'có', 'liên_hệ', 'thực_tế']",trong quá trình dạy thầy có liên hệ thực tế nhiều .
-5.0,negative,negative,"['giáo_viên', 'hướng', 'code', 'sai', 'hướng', 'viết', 'code', 'ít', 'không', 'đáp_ứng', 'được', 'câu', 'học_sinh']","giáo viên hướng dẫn cho code sai , hướng dẫn viết code ít , không đáp ứng được câu hỏi của học sinh ."
2.0,positive,positive,"['tận_tình', 'giảng_dạy', 'thân_thiện']","cô tận tình giảng dạy , thân thiện ."
-3.0,negative,negative,"['thầy', 'không', 'quan_tâm', 'học_sinh_viên', 'nhiệm_vụ', 'thầy', 'lớp', 'đọc', 'slide', 'nên', 'trình', 'trạng', 'sinh_viên', 'nghỉ']","thầy không quan tâm đến việc học của sinh viên , nhiệm vụ của thầy là lên lớp đọc slide cho các bạn khác nên trình trạng sinh viên nghỉ rất nhiều ."
3.0,positive,positive,"['bài_tập_hợp_lý', 'sát', 'học', 'dễ', 'hiểu']","bài tập hợp lý sát bài học , dễ hiểu ."
-1.0,negative,negative,"['môn', 'gắn', 'thực_tế', 'nên', 'có', 'tương_tác', 'trực_tiếp']",môn này gắn với thực tế nhiều nên có những các tương tác trực tiếp với nhau .
2.0,positive,positive,"['thầy', 'chuẩn_bị', 'tài_liệu', 'thực_hành', 'sinh_viên', 'tốt']",thầy chuẩn bị tài liệu thực hành cho sinh viên tốt .
2.0,positive,negative,"['tài_liệu', 'kết', 'có', 'đúng', 'sai', 'hoang', 'tự_học']",tài liệu cho kết quả nhưng có cái đúng cái sai làm hoang mang cho việc tự học tại nhà .
4.0,positive,positive,"['giảng', 'tận_tình', 'dễ', 'hiểu', 'thân_thiện', 'học_sinh', 'colonsmilesmile']","cô giảng tận tình , dễ hiểu , thân thiện với học sinh colonsmilesmile ."
-1.0,negative,negative,['chỉ'],chỉ lên cho tự làm .
2.0,positive,positive,"['thầy', 'tận_tình', 'nhiệt_huyết']","thầy tận tình , nhiệt huyết ."
-2.0,negative,negative,"['cảm', 'tương_quan', 'tiết', 'học', 'thực_hành_lý_thuyết', 'chưa', 'hợp_lý', 'lắm']",em cảm thấy sự tương quan giữa tiết học thực hành và lý thuyết chưa hợp lý lắm .
2.0,positive,positive,"['giáo_viên', 'đúng', 'dạy', 'nhiệt_tình', 'tập']","giáo viên đến đúng giờ , dạy nhiệt tình và cho bài tập để làm ."
-5.0,negative,negative,"['không', 'có', 'giải', 'đủ', 'học_sinh', 'không', 'biết', 'coi', 'không', 'biết', 'hết']","không có lời giải đầy đủ , học sinh không biết làm là coi như không biết làm từ đâu hết cuối ."
0.0,negative,positive,"['kiến_thức', 'giảng_viên', 'truyền_đạt', 'vô', 'súc_tích', 'dễ', 'hiểu']",kiến thức giảng viên truyền đạt là vô cùng súc tích và dễ hiểu .
-2.0,negative,negative,"['không', 'đảm_bảo', 'giảng_dạy']",không đảm bảo giờ giảng dạy .
0.0,negative,positive,"['hài', 'mặt', 'giảng_viên']",hài lòng về mọi mặt của giảng viên .
-2.0,negative,negative,"['phát_âm', 'không', 'chuẩn']",phát âm không chuẩn .
2.0,positive,positive,"['giáo_viên', 'dạy', 'dễ', 'hiểu', 'sinh_động', 'không', 'gây', 'cảm_giác', 'nhàm_chán']","giáo viên dạy dễ hiểu và sinh động , không gây cảm giác nhàm chán ."
0.0,negative,negative,"['nên', 'học', 'giảng_đường', 'thuận_tiện']",nên học ở giảng đường sẽ thuận tiện hơn .
2.0,positive,positive,"['thầy', 'dạy', 'nhiệt_tình', 'giảng', 'chi_tiết']","thầy dạy nhiệt tình , giảng bài chi tiết ."
2.0,positive,negative,"['học_sinh', '(', 'chủ_yếu', 'khá', 'giỏi', ')', 'cảm', 'chán', 'lớp']",làm cho một phần học sinh ( chủ yếu khá và giỏi ) cảm thấy chán trong việc lên lớp .
2.0,positive,positive,"['kiến_thức', 'có_ích', 'công']",kiến thức có ích cho công việc sau này .
-1.0,negative,negative,"['có', 'đăng_ký', 'học', 'môn', 'tiết', 'cũng_bị', 'đi', 'muộn']",em có đăng ký học môn khác vào tiết sau và lúc nào cũng bị đi muộn .
3.0,positive,positive,"['có', 'hoạt_động', 'outdoor', 'rèn_luyện', 'kỹ_năng', 'phim', 'dựng_phim']","có hoạt động outdoor , rèn luyện kỹ năng quay phim , dựng phim ."
1.0,positive,negative,"['đổi_mới', 'hình_thức', 'kiểm_tra', 'đảm_bảo', 'chất', 'thực_hành', 'môn_học']","đổi mới hình thức kiểm tra , đảm bảo tính chất thực hành của môn học ."
2.0,positive,positive,"['tận_tình', 'giải_đáp', 'thắc_mắc', 'sinh_viên']",tận tình trong việc giải đáp thắc mắc của sinh viên .
-1.0,negative,negative,"['sở', 'vật_chất', 'trường', 'khá', 'kém', 'thiếu', 'hoạt_động', 'ngoại', 'khóa']",cơ sở vật chất của trường còn khá kém và thiếu các hoạt động ngoại khóa .
0.0,negative,positive,"['thầy', 'dạy', 'nhiệt_tình', 'không', 'bao', 'trc', '(', 'thêm', 'nữa', ')', 'diễn_đàn', 'thầy', 'hiệu_quả', 'thầy', 'tốt']","thầy dạy rất nhiệt tình , không bao giờ về trc giờ ( thêm giờ nữa chứ ) cái diễn đàn của thầy rất hiệu quả , nói chung thầy tốt ."
-3.0,negative,negative,"['cuốn', 'sách', 'dày', 'chỉ_là', 'tài_liệu', 'tụi', 'có_thể', 'tham_khảo']",một cuốn sách thật dày chỉ là một trong những tài liệu mà tụi em có thể tham khảo .
3.0,positive,positive,"['giáo_viên', 'nhiệt_tình', 'giúp_đỡ', 'sinh_viên', 'thân_thiện']","giáo viên nhiệt tình giúp đỡ sinh viên , thân thiện ."
-2.0,negative,negative,"['giáo_viên', 'nên', 'tập_trung', 'vấn_đề', 'cần', 'biết', 'lớp', 'sinh_viên', 'hiểu', 'tập']",giáo viên nên tập trung vào các vấn đề cần biết trên lớp để cho các sinh viên hiểu rõ hơn bài tập .
5.0,positive,positive,"['thầy', 'nhiệt_tình', 'truyền_đạt', 'kiến_thức', 'giải_đáp', 'thắc_mắc', 'sinh_viên', 'cung', 'tài_liệu', 'lý_thuyết', 'đủ', 'có', 'lọc']","thầy rất nhiệt tình truyền đạt kiến thức , và giải đáp mọi thắc mắc của sinh viên , cung cấp tài liệu lý thuyết đầy đủ và có chọn lọc ."
-4.0,negative,negative,"['giảng_viên', 'câu', 'sinh_viên', 'thiếu', 'chuyên_nghiệp', '(', 'loa', 'không', 'đúng', 'chủ_đề', ')']","giảng viên trả lời câu hỏi của sinh viên thiếu chuyên nghiệp ( qua loa , không đúng chủ đề ) ."
3.0,positive,positive,"['dạy', 'đủ', 'kiến_thức', 'lớp', 'giảng', 'sâu', 'khiến', 'sinh_viên', 'hiểu', 'ràng']","dạy đầy đủ kiến thức trên lớp , giảng sâu vào bài khiến sinh viên hiểu bài rõ ràng hơn ."
-1.0,negative,negative,"['trọng', 'lý_thuyết', 'ít', 'tập']","chú trọng quá nhiều vào lý thuyết , ít bài tập ."
2.0,positive,positive,"['cố_gắng', 'giảng', 'lại', 'sinh_viên', 'hiểu', 'mới']",cố gắng giảng lại đến khi sinh viên hiểu bài mới thôi .
1.0,positive,negative,"['hay', 'nghỉ']",hay cho nghỉ .
3.0,positive,positive,"['vui', 'dạy', 'dễ', 'hiểu']",vui tính dạy cũng dễ hiểu .
-1.0,negative,negative,"['không', 'giảng_viên', 'lớp']",không thấy giảng viên trên lớp .
3.0,positive,positive,"['giáo_viên', 'dạy', 'nhiệt_tình', 'dễ', 'hiểu']",giáo viên dạy nhiệt tình dễ hiểu .
-2.0,negative,negative,"['sinh_viên', 'đi', 'học', 'không', 'dự', 'được', 'có_thể', 'viết', 'thu_hoạch']",những sinh viên đi học vào buổi đó không dự được thì sao có thể viết bài thu hoạch .
1.0,positive,positive,"['giảng', 'hay']",giảng bài rất hay .
-1.0,negative,negative,"['giảng_viên', 'kém', 'nhiệt_tình', 'nghỉ', 'học', 'không', 'thông_báo', 'daa']","giảng viên kém nhiệt tình , nghỉ học một số buổi nhưng không thông báo trên daa ."
2.0,positive,positive,"['phù_hợp', 'thực_tiễn']",phù hợp với thực tiễn .
1.0,positive,negative,"['kiến_thức', 'được', 'học', 'lý_thuyết', 'cần', 'được', 'áp_dụng', 'thực_tiễn', 'thực_hành']",kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành .
3.0,positive,positive,"['thầy', 'dạy', 'nhiệt_tình', 'giải_đáp', 'thắc_mắc', 'học_sinh', 'tận_tình']","thầy dạy nhiệt tình , giải đáp thắc mắc của học sinh một cách tận tình ."
-1.0,negative,negative,"['hiện', 'giảng_viên', 'nghỉ', '2', 'tuần', 'không', 'báo']","hiện giờ , giảng viên đã nghỉ 2 tuần mà không báo trước ."
5.0,positive,positive,"['dạy', 'kỹ', 'sinh_viên', 'học', 'cảm', 'dễ', 'hiểu', 'vận_dụng', 'được', 'kiến_thức', 'học', 'môn']","dạy kỹ , sinh viên học cảm thấy dễ hiểu , vận dụng được nhiều kiến thức để học môn này ."
1.0,positive,negative,"['không', 'phản_hồi', 'câu', 'tiếp_thu', 'kiến', 'sinh_viên', 'nhiệt_tình', 'thoả_đáng']",không phản hồi câu hỏi cũng như tiếp thu ý kiến của sinh viên một cách nhiệt tình và thoả đáng .
2.0,positive,positive,"['nhiệt_tình', 'hiểu', 'học_sinh']","nhiệt tình , hiểu học sinh ."
-3.0,negative,negative,"['môi_trường', 'không', 'đảm_bảo_an_toàn', 'sức_khỏe']",môi trường không đảm bảo an toàn cho sức khỏe .
4.0,positive,positive,"['dễ', 'hiểu', 'chỉ_bảo', 'tận_tình']","dễ hiểu , chỉ bảo tận tình !"
-1.0,negative,negative,"['thầy', 'tiếng', 'hơi_nhỏ']",thầy nói tiếng anh còn hơi nhỏ .
1.0,positive,positive,"['thầy', 'thương', 'học_sinh']",thầy rất thương học sinh .
-2.0,negative,negative,"['dạy', 'slide', 'lý_thuyết', 'hơi', 'nhanh']",cô dạy slide lý thuyết hơi nhanh .
9.0,positive,positive,"['dạy', 'hay', 'very', 'good', 'đặc_biệt', 'bổ_sung', 'kiến_thức', 'nâng', 'cao', 'sinh_viên', 'được', 'học', 'tốt']","cô dạy rất hay và very good , đặc biệt cô còn bổ sung nhiều kiến thức nâng cao hơn để sinh viên đươc học tốt hơn ."
-1.0,negative,negative,"['chưa_có', 'slide', 'tiếng', 'việt']",chưa có slide tiếng việt .
-2.0,negative,positive,"['khiến', 'sinh_viên', 'cảm', 'tiếp_thu', 'nhanh']",khiến sinh viên cảm thấy tiếp thu nhanh .
-2.0,negative,negative,"['nội_dụng', 'môn_học', 'không', 'liên_quan', 'đề', 'thi']",nội dụng môn học không liên quan đến đề thi .
3.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'giảng_dạy', 'khá', 'kỹ']","giảng viên rất nhiệt tình , giảng dạy khá kỹ càng ."
-1.0,negative,negative,"['mong', 'giảng_viên', 'lưu_tâm']",mong giảng viên lưu tâm !
5.0,positive,positive,"['nâng', 'cao_kiến_thức', 'sinh_viên', 'rất_tốt', 'giảng_dạy', 'dễ', 'hiểu']","nâng cao kiến thức cho sinh viên rất tốt , giảng dạy dễ hiểu ."
1.0,positive,negative,"['giáo_viên', 'nên', 'ví_dụ', 'nhỏ', 'lớp', 'dễ', 'tiếp_thu']",giáo viên nên cho nhiều ví dụ nhỏ trên lớp hơn để chúng em dễ tiếp thu .
1.0,positive,positive,"['he', ""'"", 's', 'very', 'funny']",he's very funny .
-6.0,negative,negative,"['sinh_viên', 'khó', 'nắm_bắt', 'giảng_viên', 'viết', 'ghi', 'bảng', 'chỉ_có', 'thể', 'giảng_dạy', 'máy_chiếu', 'tốc_độ', 'không', 'nhanh', 'chỉ_là', 'dòng', 'chữ', 'lướt', 'lại', 'phải', 'mày_mò', 'học', 'lại', 'đầu', 'nhiệm_vụ', 'sinh_viên', 'phải', 'hiểu', 'lớp', 'giảng_dạy', 'giảng_đường', 'rộng', 'khiến', 'vai_trò', 'hỗ_trợ_giảng_viên', 'trở_nên', 'mờ_nhạt']","sinh viên rất khó nắm bắt những gì giảng viên viết và ghi chú trên bảng , phần lớn chỉ có thể giảng dạy bằng máy chiếu , dù tốc độ không quá nhanh nhưng cũng chỉ là những dòng chữ lướt qua , khi về nhà lại phải tự mày mò học lại từ đầu tuy nói rằng nhiệm vụ của sinh viên là phải tìm hiểu bài trước khi đến lớp nhưng với việc giảng dạy trong một giảng đường rộng lớn đã khiến vai trò hỗ trợ của giảng viên trở nên mờ nhạt ."
3.0,positive,positive,"['có', 'ví_dụ', 'minh_họa', 'thực_tế']",luôn có ví dụ minh họa thực tế .
-3.0,negative,negative,"['cần', 'giảng_dạy', 'slide', 'tiếng', 'việt', 'giảng_viên', 'cần', 'trọng', 'dịch', 'giải_thích', 'sinh_viên', 'không', 'giỏi', 'tiếng', 'nên', 'khó', 'tiếp_thu']",cần giảng dạy theo slide tiếng việt hoặc giảng viên cần chú trọng dịch và giải thích hơn vì sinh viên cũng không giỏi tiếng anh nên khó tiếp thu .
4.0,positive,positive,"['dạy', 'nhiệt_tình', 'dễ', 'hiểu', 'quan_tâm', 'sinh_viên']","cô dạy nhiệt tình , dễ hiểu , quan tâm sinh viên ."
-2.0,negative,negative,"['giá', 'tiền', 'tín_chỉ_thực_hành', 'hình_thức', '2', 'cao_học', 'ít']","giá tiền tín chỉ thực hành theo hình thức 2 cao hơn , số buổi học ít hơn ."
